,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
1469,CA,0,1,2,0,11,0,7
1470,CA,1,1,1,0,11,0,1
1471,CA,0,2,99,0,11,0,7
1472,CA,0,2,99,0,10,0,7
1473,CA,0,1,99,0,10,1,7
1474,CA,0,2,99,0,11,0,7
1475,CA,0,2,4,0,9,0,4
1476,CA,0,2,1,0,10,0,1
1477,CA,0,1,99,0,11,1,7
1478,CA,0,2,99,0,11,0,7
1479,CA,0,2,2,0,11,0,2
1480,CA,1,1,99,0,11,0,7
1481,CA,0,1,1,0,11,0,1
1482,CA,0,1,6,0,9,0,6
1483,CA,0,1,1,0,10,0,7
1484,CA,0,1,2,0,9,0,2
1485,CA,0,1,4,0,11,1,7
1486,CA,0,1,1,0,11,1,1
1487,CA,0,2,2,0,8,0,2
1488,CA,0,2,2,0,10,0,2
1489,CA,0,2,99,0,11,0,7
1490,CA,0,1,99,0,10,0,7
1491,CA,0,1,2,0,11,0,7
1492,CA,1,1,4,0,10,0,4
1493,CA,0,1,2,0,9,1,2
1494,CA,1,1,99,0,10,0,7
1495,CA,1,2,1,0,10,1,7
1496,CA,0,2,3,1,10,1,7
1497,CA,0,1,99,0,9,0,7
1498,CA,0,1,99,0,10,0,7
1499,CA,0,2,2,0,10,0,7
1500,CA,0,2,1,0,9,0,1
1501,CA,0,2,1,0,11,1,1
1502,CA,0,2,99,0,10,0,7
1503,CA,0,2,6,0,10,0,6
1504,CA,0,2,99,0,10,0,7
1505,CA,0,2,99,0,11,0,7
1506,CA,0,1,2,0,6,0,2
1507,CA,0,1,99,0,10,1,7
1508,CA,1,1,99,0,11,0,7
1509,CA,1,1,99,0,9,1,7
1510,CA,0,2,1,0,10,1,1
1511,CA,0,1,99,0,11,0,7
1512,CA,0,1,1,0,11,0,1
1513,CA,0,2,2,0,10,0,2
1514,CA,0,2,2,0,11,0,2
1515,CA,0,1,1,0,10,0,7
1516,CA,0,2,99,0,11,0,7
1517,CA,1,2,1,0,9,0,7
1518,CA,0,1,1,0,11,0,1
1519,CA,1,1,99,0,9,0,7
1520,CA,0,2,99,0,10,0,7
1521,CA,0,1,2,0,10,0,2
1522,CA,0,1,1,0,11,1,7
1523,CA,0,2,99,0,10,1,7
1524,CA,0,2,99,0,10,0,7
1525,CA,0,1,1,0,12,0,1
1526,CA,1,2,2,0,10,0,2
1527,CA,0,1,2,0,10,0,7
1528,CA,0,2,99,0,11,1,7
1529,CA,0,2,99,0,8,0,7
1530,CA,0,2,2,0,13,1,2
1531,CA,0,2,1,0,10,1,1
1532,CA,0,1,99,0,11,0,7
1533,CA,1,2,99,0,10,0,7
1534,CA,1,2,1,0,10,0,1
1535,CA,0,1,1,0,11,1,7
1536,CA,0,2,99,0,11,0,7
1538,CA,0,1,1,0,10,0,1
1539,CA,0,2,2,0,11,0,2
1540,CA,0,1,99,0,10,0,7
1541,CA,0,2,1,0,11,0,7
1542,CA,0,2,1,0,10,1,7
1543,CA,0,2,6,0,8,0,6
1544,CA,0,2,99,0,10,0,7
1545,CA,0,1,99,0,10,0,7
1546,CA,0,1,1,0,10,0,1
1547,CA,1,1,1,0,10,0,1
1548,CA,0,2,2,0,11,1,2
1549,CA,0,2,2,0,11,0,2
1550,CA,0,1,1,0,10,0,7
1551,CA,0,2,99,0,10,0,7
1552,CA,0,2,2,0,9,0,7
1553,CA,0,2,99,0,10,0,7
1554,CA,0,1,1,0,10,0,7
1555,CA,0,1,99,0,10,0,7
1556,CA,0,1,99,0,9,0,7
1557,CA,0,2,1,0,11,1,7
1558,CA,1,1,1,0,11,1,1
1559,CA,0,2,99,0,10,0,7
1560,CA,1,1,99,0,11,0,7
1561,CA,0,2,99,0,10,0,7
1562,CA,1,2,1,0,11,0,1
1563,CA,0,2,1,0,6,0,1
1564,CA,0,2,2,0,10,0,2
1565,CA,0,2,2,0,11,1,2
1566,CA,0,2,99,0,10,0,7
1567,CA,0,1,99,0,9,0,7
1568,CA,0,2,1,0,10,0,7
1569,CA,1,2,2,0,10,0,2
1570,CA,0,1,1,0,11,0,7
1571,CA,0,2,1,0,11,0,7
1572,CA,0,2,2,0,10,0,2
1573,CA,0,2,1,0,11,1,1
1574,CA,0,2,99,0,10,0,7
1575,CA,0,2,2,0,11,1,2
1576,CA,0,1,1,0,11,0,1
1577,CA,0,2,2,0,11,0,2
1578,CA,0,2,6,0,10,0,6
1579,CA,1,1,4,0,11,0,4
1580,CA,0,2,6,0,11,0,6
1581,CA,0,1,2,0,8,0,2
1582,CA,1,2,2,0,9,0,2
1583,CA,1,2,1,0,6,0,1
1584,CA,1,1,2,0,11,1,2
1585,CA,0,2,3,1,9,0,3
1586,CA,0,1,2,0,11,0,2
1587,CA,0,2,99,0,13,0,7
1588,CA,0,1,99,0,11,0,7
1589,CA,0,1,99,0,9,0,7
1590,CA,1,1,2,0,11,0,2
1591,CA,0,2,99,0,10,1,7
1592,CA,0,1,1,0,12,0,7
1593,CA,0,2,1,0,10,1,1
1594,CA,0,2,99,0,10,0,7
1596,CA,0,2,1,0,10,0,1
1597,CA,0,2,2,0,10,0,2
1598,CA,0,1,1,0,11,1,7
1599,CA,1,1,99,0,9,0,7
1600,CA,0,2,99,0,10,1,7
1602,CA,0,1,2,0,10,1,2
1603,CA,0,2,99,0,11,0,7
1604,CA,0,2,1,0,10,0,7
1605,CA,1,1,5,0,11,0,5
1606,CA,1,1,1,0,10,1,1
1607,CA,0,1,4,0,11,0,4
1608,CA,0,1,99,0,11,0,7
1609,CA,1,2,99,0,10,0,7
1610,CA,0,2,1,0,10,1,7
1611,CA,0,2,99,0,10,0,7
1612,CA,0,1,1,0,10,1,7
1613,CA,0,2,1,0,11,1,1
1614,CA,0,2,2,0,11,0,2
1615,CA,0,2,1,0,9,0,1
1616,CA,0,1,99,0,9,0,7
1617,CA,0,1,1,0,10,0,1
1618,CA,0,1,1,0,10,0,1
1619,CA,0,1,1,0,8,0,1
1621,CA,0,1,99,0,9,0,7
1622,CA,0,1,6,0,10,0,6
1623,CA,0,2,1,1,11,0,1
1624,CA,0,2,99,0,10,0,7
1625,CA,0,2,2,0,10,1,2
1626,CA,0,1,99,0,11,0,7
1627,CA,1,1,2,0,10,0,2
1628,CA,1,1,99,0,11,0,7
1629,CA,0,2,99,0,10,0,7
1630,CA,0,2,1,0,10,0,1
1631,CA,0,1,2,0,10,1,2
1632,CA,0,1,2,0,12,1,2
1633,CA,0,1,1,0,10,0,1
1634,CA,1,1,1,0,12,0,7
1635,CA,0,2,99,0,10,0,7
1636,CA,1,1,1,0,12,0,7
1637,CA,0,1,99,0,11,0,7
1638,CA,0,1,2,0,10,0,2
1639,CA,0,1,1,0,10,0,1
1640,CA,0,2,2,0,9,1,2
1641,CA,0,1,1,0,11,0,1
1642,CA,0,1,2,0,10,1,2
1643,CA,0,2,99,0,11,1,7
1644,CA,1,1,1,0,10,0,7
1645,CA,1,1,2,0,10,0,2
1646,CA,1,1,1,0,10,0,1
1647,CA,0,1,1,0,10,0,1
1648,CA,0,1,2,0,11,0,7
1649,CA,0,2,1,0,11,0,1
1650,CA,1,1,1,0,10,1,1
1651,CA,1,2,1,0,9,0,1
1652,CA,0,1,2,0,10,0,2
1653,CA,0,2,2,0,11,0,2
1654,CA,0,2,4,0,10,0,4
1655,CA,0,1,1,0,9,0,1
1656,CA,0,2,2,0,11,0,2
1657,CA,1,2,99,0,10,1,7
1658,CA,0,2,1,0,11,1,1
1659,CA,0,1,6,0,10,0,6
1660,CA,0,2,2,0,11,0,2
1661,CA,0,1,1,0,11,0,1
1662,CA,0,2,2,0,11,0,2
1663,CA,0,1,99,0,11,1,7
1664,CA,1,2,2,0,10,0,2
1665,CA,0,2,99,0,10,0,7
1666,CA,0,1,99,0,10,1,7
1667,CA,0,2,2,0,11,0,2
1668,CA,0,2,6,0,9,1,6
1669,CA,0,1,6,0,10,0,7
1670,CA,0,2,2,0,10,0,2
1671,CA,0,1,1,0,10,0,7
1672,CA,0,2,2,0,10,0,2
1673,CA,0,1,1,0,10,0,1
1674,CA,0,2,1,0,10,0,7
1675,CA,0,2,99,0,11,0,7
1676,CA,0,1,1,0,11,1,1
1677,CA,0,1,2,0,11,0,2
1678,CA,0,2,2,0,9,0,2
1679,CA,0,2,99,0,11,0,7
1680,CA,0,1,2,0,9,0,2
1681,CA,0,2,99,0,10,0,7
1682,CA,0,2,99,0,11,0,7
1683,CA,0,2,6,1,11,0,6
1684,CA,0,1,2,0,9,0,2
1685,CA,0,1,2,0,11,0,2
1686,CA,0,1,2,0,11,1,7
1687,CA,0,2,1,0,10,0,1
1688,CA,1,1,2,0,8,0,2
1689,CA,0,2,99,0,11,1,7
1690,CA,0,2,99,0,11,1,7
1691,CA,0,2,2,0,10,0,2
1692,CA,0,2,2,0,10,0,2
1693,CA,0,2,99,0,9,0,7
1694,CA,1,1,1,0,10,0,7
1695,CA,0,1,1,0,10,0,1
1696,CA,0,2,99,0,11,0,7
1697,CA,0,2,1,0,10,0,7
1698,CA,0,2,1,0,10,0,1
1699,CA,0,2,2,0,9,0,7
1700,CA,1,1,99,0,10,1,7
1701,CA,0,2,6,0,10,0,6
1702,CA,1,2,2,0,11,1,2
1703,CA,0,1,99,0,9,0,7
1704,CA,0,2,99,0,10,0,7
1705,CA,0,2,2,0,12,1,2
1706,CA,0,2,3,1,11,0,7
1707,CA,0,2,2,0,11,0,2
1708,CA,0,2,1,0,11,0,7
1709,CA,0,1,99,0,9,0,7
1710,CA,0,1,99,0,11,0,7
1712,CO,1,1,1,0,10,0,1
1713,CO,1,1,1,0,9,1,7
1714,CO,1,1,1,0,12,0,1
1715,CO,1,1,1,0,11,1,1
1716,CO,0,2,1,0,9,0,7
1717,CO,1,1,1,0,10,0,1
1718,CO,0,1,1,0,10,0,1
1719,CO,1,1,1,0,9,0,1
1720,CO,1,2,1,0,10,0,1
1721,CO,1,1,1,0,9,0,1
1722,CO,0,1,1,0,12,0,1
1723,CO,0,1,1,0,12,0,1
1724,CO,0,2,1,0,10,0,1
1725,CO,0,1,1,0,10,0,1
1726,CO,1,1,1,0,9,0,1
1727,CO,0,2,1,0,12,0,1
1728,CO,1,1,1,0,10,0,1
1729,CO,0,2,1,0,10,0,1
1730,CO,1,2,1,0,9,0,1
1731,CO,1,1,1,0,8,0,7
1732,CO,0,2,1,0,11,0,7
1733,CO,1,1,1,0,10,0,7
1734,CO,0,2,1,0,11,0,7
1735,CO,1,2,1,0,9,1,1
1736,CO,1,1,1,0,10,1,1
1737,CO,1,1,4,0,10,0,7
1738,CO,1,2,1,0,9,0,1
1739,CO,1,2,1,0,11,0,7
1740,CO,1,1,1,0,12,0,1
1741,CO,1,1,1,0,12,0,7
1742,CO,0,1,1,0,10,0,1
1743,CO,1,1,1,0,9,0,1
1744,CO,1,1,1,0,10,0,1
1745,CO,1,1,1,0,10,1,7
1746,CO,0,1,1,0,10,0,7
1747,CO,1,1,3,0,10,0,3
1748,CO,1,1,99,0,10,0,7
1749,CO,0,2,6,0,9,0,7
1750,CO,0,2,1,0,9,0,1
1751,CO,1,1,1,0,8,1,7
1752,CO,1,1,1,0,8,0,1
1753,CO,0,1,1,0,8,1,1
1754,CO,0,2,1,0,10,0,1
1755,CO,0,2,1,0,7,0,7
1756,CO,0,2,1,0,11,0,1
1757,CO,0,2,1,0,10,1,1
1758,CO,1,1,1,0,12,0,7
1759,CO,1,2,1,0,10,0,1
1760,CO,1,1,1,0,8,0,1
1761,CO,1,1,2,0,8,0,2
1762,CO,1,2,1,0,10,1,1
1763,CO,1,1,2,0,8,0,2
1764,CO,0,1,1,0,8,0,1
1765,CO,1,1,1,0,8,1,7
1766,CO,0,2,1,0,10,0,1
1767,CO,0,2,6,0,9,0,7
1768,CO,1,1,1,0,9,0,7
1769,CO,1,2,1,0,10,0,1
1770,CO,1,1,2,0,9,0,2
1771,CO,0,2,1,0,10,0,7
1772,CO,1,1,1,0,10,1,7
1773,CO,1,1,1,0,12,0,1
1774,CO,1,1,1,0,9,1,1
1775,CO,1,1,1,0,9,1,7
1776,CO,0,2,1,0,12,0,1
1777,CO,0,1,3,0,12,0,3
1778,CO,1,2,1,0,11,0,7
1779,CO,1,1,1,0,8,1,1
1780,CO,0,1,1,0,10,0,7
1781,CO,1,1,1,0,9,0,1
1782,CO,1,1,1,0,9,0,1
1783,CO,1,1,1,0,11,0,1
1784,CO,0,1,1,0,11,0,1
1785,CO,1,1,1,0,8,1,7
1786,CO,1,1,1,0,10,0,7
1787,CO,1,1,1,0,9,1,7
1788,CO,1,1,1,0,11,0,7
1789,CO,1,2,2,0,9,1,2
1790,CO,1,1,1,0,7,1,7
1791,CO,1,1,2,0,9,1,2
1792,CO,1,1,1,0,10,1,1
1793,CO,0,1,2,0,9,0,7
1794,CO,0,2,1,0,9,0,1
1795,CO,1,1,1,0,14,0,1
1796,CO,0,1,1,0,10,1,1
1797,CO,1,2,1,0,9,1,7
1798,CO,1,1,1,0,10,0,7
1799,CO,0,1,1,0,9,1,1
1800,CO,1,1,2,0,10,0,2
1801,CO,1,1,2,0,11,0,2
1802,CO,0,2,1,0,11,0,1
1803,CO,0,2,1,0,10,0,7
1804,CO,1,1,2,0,9,0,2
1805,CO,0,1,1,0,10,1,1
1806,CO,0,1,1,0,9,1,1
1807,CO,1,1,1,0,10,1,7
1808,CO,1,1,1,0,11,1,1
1809,CO,1,1,2,0,11,0,2
1810,CO,1,1,1,0,9,0,1
1811,CO,0,2,1,0,10,0,7
1812,CO,1,1,1,0,8,0,7
1813,CO,0,2,1,0,9,0,1
1814,CO,1,1,1,0,12,0,7
1815,CO,0,1,1,0,10,0,1
1816,CO,1,1,1,0,10,0,1
1817,CO,0,2,1,0,11,0,1
1819,CO,0,2,2,0,7,0,2
1820,CO,1,1,6,1,12,0,6
1821,CO,0,2,1,0,10,1,1
1822,CO,0,1,1,0,8,0,7
1823,CO,0,2,1,0,10,0,7
1824,CO,0,2,2,0,7,0,7
1825,CO,1,1,1,0,8,0,7
1826,CO,1,1,1,0,10,0,1
1827,CO,1,1,1,0,9,0,7
1828,CO,1,1,2,0,8,1,2
1829,CO,1,2,1,0,9,0,1
1830,CO,1,1,1,0,9,1,7
1831,CO,1,1,2,0,8,0,2
1832,CO,1,1,1,0,9,1,7
1833,CO,0,1,1,0,10,0,7
1834,CO,1,1,1,0,12,0,7
1835,CO,1,1,2,0,9,1,2
1836,CO,1,1,2,0,9,0,7
1837,CO,0,2,1,0,10,1,1
1838,CO,1,1,4,0,10,0,4
1839,CO,0,1,6,1,11,0,6
1840,CO,0,2,1,0,10,0,1
1841,CO,1,1,1,0,9,0,1
1842,CO,0,2,2,0,10,1,2
1843,CO,1,1,1,0,10,0,7
1845,CO,0,1,1,0,0,1,1
1846,CO,1,1,1,0,9,0,1
1847,CO,0,1,2,0,11,0,7
1848,CO,1,1,1,0,10,1,1
1849,CO,1,1,1,0,12,0,7
1850,CO,0,2,1,0,10,0,7
1851,CO,0,2,6,0,11,1,7
1852,CO,1,1,1,0,10,0,7
1853,CO,1,1,1,0,9,0,7
1854,CO,0,2,1,0,8,0,7
1855,CO,0,1,2,0,9,1,2
1856,CO,0,2,1,0,8,0,7
1857,CO,0,2,1,0,11,0,1
1859,CO,1,1,1,0,12,0,1
1860,CO,1,1,2,0,11,1,7
1861,CO,1,1,1,0,10,1,1
1862,CO,0,1,1,0,10,1,1
1863,CO,1,1,1,0,9,1,1
1864,CO,1,1,1,0,11,0,1
1865,CO,1,1,1,0,12,0,7
1866,CO,1,1,1,0,10,0,7
1867,CO,0,2,1,0,9,0,1
1868,CO,1,1,1,0,9,0,1
1869,CO,1,1,1,0,12,0,7
1870,CO,1,1,1,0,8,0,7
1871,CO,1,1,1,0,10,0,1
1872,CO,1,1,6,0,9,0,6
1873,CO,1,1,1,0,12,1,1
1874,CO,1,2,6,0,10,0,6
1875,CO,0,2,1,0,9,0,1
1876,CO,0,2,1,0,11,1,7
1877,CO,0,1,2,0,10,1,2
1878,CO,0,1,1,0,8,0,1
1879,CO,1,2,1,0,9,1,7
1880,CO,0,2,1,0,9,1,1
1881,CO,0,2,1,0,10,0,1
1882,CO,0,2,1,0,8,1,1
1883,CO,1,1,1,0,10,1,1
1884,CO,0,1,1,0,8,0,1
1885,CO,1,1,1,0,9,1,1
1886,CO,0,1,1,0,8,0,1
1887,CO,0,1,1,0,9,1,7
1888,CO,0,1,1,0,10,1,1
1890,CO,0,2,1,0,9,0,1
1891,CO,0,2,6,1,10,1,6
1892,CO,0,1,1,0,8,0,1
1893,CO,1,1,1,0,10,0,1
1894,CO,1,1,1,0,8,1,7
1895,CO,0,1,2,0,8,0,2
1896,CO,0,2,1,0,9,0,7
1897,CO,0,2,2,0,10,0,2
1898,CO,1,1,1,0,12,0,1
1899,CO,0,2,1,0,10,0,1
1900,CO,1,1,1,0,12,0,1
1901,CO,0,1,2,0,10,0,2
1902,CO,0,1,1,0,8,0,1
1903,CO,1,1,2,0,11,1,2
1904,CO,1,1,1,0,11,1,1
1905,CO,1,1,1,0,10,0,7
1906,CO,1,1,1,0,8,0,1
1907,CO,1,1,1,0,10,1,7
1908,CO,0,2,2,0,9,0,2
1909,CO,0,1,1,0,9,0,1
1910,CO,0,1,2,0,11,1,2
1911,CO,0,1,1,0,10,1,1
1912,CO,0,1,1,0,8,0,7
1913,CO,1,2,1,0,10,0,1
1914,CO,1,1,1,0,10,1,1
1915,CO,0,1,1,0,10,0,1
1916,CO,0,2,2,0,10,0,2
1917,CO,1,1,2,0,0,1,2
1918,CO,0,2,6,1,9,0,6
1919,CO,0,1,1,0,0,0,1
1920,CO,0,1,1,0,6,0,1
1921,CO,0,1,1,0,9,0,7
1922,CO,1,2,1,0,10,0,7
1923,CO,0,2,1,0,9,1,1
1924,CO,0,1,1,0,6,0,7
1925,CO,0,1,1,0,9,1,7
1926,CO,1,1,1,0,8,0,1
1927,CO,1,2,1,0,10,1,1
1928,CO,0,1,1,0,9,0,7
1930,CO,1,1,2,0,10,1,2
1931,CO,0,1,1,0,8,0,1
1932,CO,1,1,1,0,0,1,7
1933,CO,0,1,2,0,9,1,2
1934,CO,1,1,6,0,10,0,6
1935,CO,0,1,1,0,10,0,1
1936,CO,1,1,1,0,10,0,7
1937,CO,0,1,1,0,10,1,1
1938,CO,1,1,1,0,9,0,7
1939,CO,1,1,1,0,8,0,1
1940,CO,0,2,1,0,9,1,7
1941,CO,0,1,1,0,10,1,1
1942,CO,1,1,1,0,10,0,1
1943,CO,0,1,1,0,10,0,7
1944,CO,0,1,1,0,11,0,1
1945,CO,1,1,1,0,9,0,7
1946,CO,0,2,1,0,8,0,7
1947,DC,0,2,2,0,12,1,2
1948,DC,0,2,2,0,10,1,2
1949,DC,0,1,2,0,10,1,2
1950,DC,0,2,2,0,10,0,2
1951,DC,0,2,2,0,10,1,2
1952,DC,0,2,2,0,11,0,2
1953,DC,0,1,2,0,10,0,2
1954,DC,0,2,2,0,13,0,2
1955,DC,0,2,2,0,10,1,2
1956,DC,0,2,2,0,10,0,2
1957,DC,0,2,2,0,12,1,2
1958,DC,0,1,2,0,9,1,2
1959,DC,0,1,2,0,12,1,2
1960,DC,0,2,2,0,11,1,2
1961,DC,0,1,2,0,11,1,2
1962,DC,0,2,2,0,10,1,2
1963,DC,0,2,1,0,11,0,7
1964,DC,0,2,2,0,12,0,2
1965,DC,0,2,2,0,9,1,2
1966,DC,0,2,2,0,14,1,2
1967,DC,0,1,2,0,11,1,2
1968,DC,0,2,2,0,10,1,2
1969,DC,0,1,2,0,10,0,2
1970,DC,0,2,2,0,12,0,2
1971,DC,0,2,2,0,12,1,2
1972,DC,0,1,2,0,10,0,2
1973,DC,0,2,2,0,12,0,2
1974,DC,0,2,2,0,11,0,2
1975,DC,0,2,2,0,12,1,2
1976,DC,0,2,2,0,11,1,2
1977,DC,0,2,2,0,6,0,2
1978,DC,0,2,2,0,10,0,2
1979,DC,0,2,99,0,10,0,99
1980,DC,0,2,2,0,9,1,2
1981,DC,0,2,2,0,11,0,2
1982,DC,0,2,2,0,11,1,2
1983,DC,0,2,2,0,10,1,2
1984,DC,0,1,2,0,9,0,2
1986,DE,1,1,1,0,12,1,1
1987,DE,0,1,2,0,10,1,2
1988,DE,1,1,2,0,10,1,2
1989,DE,1,2,2,0,10,0,2
1990,DE,1,2,2,0,9,1,2
1991,DE,1,1,2,0,9,1,2
1992,DE,0,1,2,0,10,0,2
1993,DE,1,1,1,0,10,1,1
1994,DE,1,1,2,0,10,1,2
1995,DE,1,2,2,0,10,1,2
1996,DE,1,2,2,0,10,0,2
1997,DE,1,2,1,0,10,1,1
1998,DE,0,2,2,0,10,0,2
1999,DE,1,1,2,0,10,0,2
2000,DE,1,1,2,0,9,0,2
2001,DE,0,1,2,0,9,0,2
2002,DE,0,1,2,0,9,1,2
2003,DE,1,2,2,0,9,0,2
2004,DE,0,1,1,0,8,0,1
2005,DE,0,2,2,0,9,0,2
2006,DE,1,2,2,0,9,1,2
2007,DE,0,2,2,0,9,1,2
2008,DE,0,2,1,0,8,1,1
2009,DE,0,1,2,0,10,0,2
2010,DE,1,2,1,0,10,0,1
2011,DE,1,1,1,0,11,1,1
2012,DE,0,2,2,0,9,0,2
2013,DE,0,2,1,0,10,0,7
2014,DE,0,1,2,0,10,1,2
2015,DE,0,2,2,0,9,0,2
2016,FL,0,2,2,0,8,0,2
2017,DE,1,2,1,0,9,1,1
2018,DE,0,2,1,0,9,1,1
2019,DE,0,2,2,0,9,1,2
2020,DE,0,2,2,0,10,1,2
2021,DE,0,2,2,0,10,0,2
2022,DE,0,2,1,0,11,0,1
2023,DE,1,1,2,0,9,1,2
2024,DE,1,2,2,0,9,1,2
2025,DE,1,2,1,0,9,1,7
2026,DE,1,2,1,0,10,1,1
2027,DE,0,1,1,0,9,1,1
2028,DE,0,1,2,0,11,0,2
2029,DE,0,1,1,0,9,0,7
2030,DE,0,1,2,0,9,1,2
2031,DE,0,1,1,0,9,1,1
2032,DE,1,2,2,0,11,1,2
2033,DE,0,1,2,0,10,1,2
2034,DE,0,1,1,0,11,1,1
2035,DE,1,2,1,0,10,1,1
2036,DE,1,1,2,0,10,1,2
2037,DE,1,2,1,0,11,1,1
2038,DE,1,1,1,0,9,0,1
2039,DE,0,1,1,0,8,1,1
2040,DE,1,2,1,0,10,0,1
2041,DE,0,1,2,0,11,1,2
2042,DE,1,1,2,0,10,1,2
2043,DE,0,2,1,0,11,0,1
2044,DE,1,2,1,0,9,0,1
2045,DE,0,2,1,0,10,1,1
2046,DE,0,2,1,0,9,0,1
2047,DE,1,2,2,0,11,1,2
2048,DE,0,2,1,0,10,1,1
2049,DE,0,2,1,0,9,0,7
2050,DE,0,2,2,0,10,1,2
2051,DE,0,1,1,0,10,1,1
2052,DE,0,2,2,0,9,1,2
2053,DE,0,1,2,0,10,0,2
2054,DE,0,2,2,0,10,0,2
2055,DE,1,1,1,0,11,1,1
2056,DE,0,2,2,0,11,0,2
2057,DE,1,2,2,0,11,0,2
2058,FL,0,2,2,0,9,0,2
2059,FL,0,2,6,0,10,0,6
2060,FL,0,2,1,0,8,0,1
2061,FL,0,1,2,0,10,0,2
2062,FL,0,1,1,0,10,0,7
2063,FL,0,1,2,0,10,0,2
2064,FL,0,2,1,0,11,0,7
2065,FL,0,2,2,0,11,0,2
2066,FL,0,1,2,0,10,0,2
2067,FL,0,2,2,0,9,0,2
2068,FL,0,2,6,0,11,0,6
2069,FL,0,1,1,0,10,0,7
2070,FL,0,1,2,0,7,0,2
2071,FL,0,2,2,0,8,1,2
2072,FL,0,2,1,0,11,0,7
2073,FL,0,1,1,0,10,0,1
2074,FL,0,1,2,0,8,0,2
2075,FL,0,1,1,0,10,0,1
2076,FL,0,2,1,0,7,0,1
2077,FL,0,2,1,0,13,0,7
2078,FL,0,2,1,0,8,0,1
2079,FL,0,1,1,0,10,0,1
2080,FL,0,2,1,0,8,0,1
2081,FL,0,2,1,0,10,0,1
2082,FL,0,1,1,0,10,0,1
2083,FL,0,2,2,0,8,0,2
2085,FL,0,2,1,0,10,0,1
2086,FL,0,1,1,0,14,0,1
2087,FL,0,2,1,0,7,0,1
2088,FL,0,2,2,0,9,1,2
2089,FL,0,2,2,0,9,0,2
2090,FL,0,1,2,0,8,0,2
2091,FL,0,1,1,0,13,0,1
2092,FL,0,2,2,0,10,0,2
2093,FL,0,2,1,0,9,0,1
2094,FL,0,2,1,0,9,0,1
2095,FL,0,1,1,0,7,1,1
2096,FL,0,2,2,0,13,0,2
2098,FL,0,1,2,0,10,0,2
2099,FL,0,2,1,0,9,0,1
2100,FL,0,2,2,0,9,0,2
2101,FL,0,1,1,0,9,0,7
2102,FL,0,1,2,0,9,0,2
2103,FL,0,1,2,0,9,0,2
2104,FL,0,2,1,0,10,0,1
2105,FL,0,2,2,0,9,0,2
2106,FL,1,2,1,0,14,0,7
2107,FL,0,1,1,0,9,0,1
2108,FL,0,2,2,0,8,0,2
2109,FL,0,2,2,0,10,0,2
2110,FL,1,1,1,0,11,0,1
2111,FL,0,2,1,0,10,0,1
2112,FL,0,1,1,0,8,0,1
2113,FL,0,2,1,0,8,0,7
2114,FL,0,1,1,0,8,0,7
2115,FL,0,1,6,0,10,0,6
2116,FL,0,2,1,0,8,0,7
2117,FL,0,2,4,0,11,0,4
2118,FL,0,2,1,0,9,0,1
2119,FL,0,1,1,0,10,0,1
2120,FL,0,1,1,0,9,0,1
2121,FL,0,1,2,0,8,0,2
2122,FL,0,2,2,0,9,0,2
2123,FL,0,2,2,0,8,0,2
2124,FL,0,2,1,0,8,0,7
2125,FL,0,2,1,0,8,0,7
2126,FL,0,2,2,0,7,0,2
2127,FL,0,1,2,0,9,0,2
2128,FL,0,1,1,0,9,0,1
2129,FL,0,1,1,0,8,0,1
2130,FL,0,1,1,0,11,0,1
2131,FL,0,2,2,0,9,0,2
2132,FL,0,1,1,0,9,0,1
2133,FL,0,2,1,0,9,0,1
2134,FL,0,1,1,0,9,0,1
2135,FL,0,1,2,0,8,0,2
2136,FL,0,2,1,0,9,0,1
2137,FL,0,2,1,0,11,0,1
2138,FL,0,1,2,0,9,1,2
2139,FL,0,2,2,0,9,0,2
2140,FL,0,1,1,0,8,0,1
2141,FL,0,1,1,0,9,0,1
2142,FL,0,2,1,0,10,0,1
2143,FL,0,2,1,0,10,0,1
2144,FL,0,2,1,0,8,0,1
2145,FL,0,2,1,0,13,0,1
2146,FL,0,1,2,0,7,0,2
2147,FL,1,2,2,0,14,0,2
2148,FL,0,2,2,0,9,0,2
2149,FL,1,1,1,0,8,0,7
2150,FL,1,2,1,0,11,0,1
2151,FL,0,1,1,0,10,0,1
2152,FL,0,1,2,0,10,0,2
2153,FL,0,2,1,0,8,0,1
2154,FL,1,1,2,0,6,0,2
2155,FL,0,2,2,0,6,0,2
2156,FL,0,2,2,0,9,0,2
2157,FL,0,1,1,0,9,0,7
2158,FL,0,2,2,0,8,0,2
2159,FL,0,1,1,0,8,0,1
2160,FL,0,2,1,0,9,0,1
2161,FL,0,1,6,0,10,0,6
2162,FL,0,1,2,0,7,1,2
2163,FL,0,2,2,0,10,0,2
2164,FL,0,2,1,0,7,1,7
2165,FL,0,2,2,0,9,0,2
2166,FL,0,2,2,0,10,0,2
2167,FL,0,2,2,0,8,1,2
2168,FL,0,2,1,0,8,0,1
2169,FL,0,1,1,0,11,0,1
2170,FL,0,2,1,0,10,0,1
2171,FL,0,2,2,0,11,0,2
2172,FL,0,2,1,0,7,0,7
2173,FL,0,1,1,0,7,0,7
2174,FL,0,2,1,0,11,0,1
2175,FL,0,2,1,0,7,0,1
2176,FL,0,1,1,0,10,1,1
2177,FL,0,1,2,0,8,0,2
2178,FL,0,1,2,0,8,0,2
