,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
5012,NC,0,2,2,0,10,0,2
5013,NC,0,2,1,0,9,0,1
5014,NC,0,1,1,0,8,0,1
5015,NC,0,2,1,0,11,0,1
5016,NC,0,2,2,0,11,0,2
5017,NC,0,1,1,0,9,0,1
5018,NC,0,2,2,0,9,0,2
5019,NC,0,1,1,0,11,0,1
5020,NC,0,2,2,0,12,0,2
5021,NC,0,1,2,0,12,0,2
5022,NC,0,2,2,0,10,0,2
5023,NC,0,2,1,0,9,0,1
5024,NC,0,2,2,0,9,0,2
5025,NC,0,2,2,0,13,0,2
5026,NC,0,1,2,0,8,0,2
5027,NC,0,1,2,0,8,0,2
5028,NC,0,1,2,0,11,0,2
5029,NC,0,1,2,0,10,0,2
5030,NC,0,2,2,0,8,0,2
5031,NC,0,2,2,0,8,0,2
5032,NC,0,1,1,0,6,0,1
5033,NC,0,1,1,0,9,0,1
5034,NC,0,2,1,0,9,0,1
5035,NC,0,1,1,0,0,0,1
5036,NC,0,1,2,0,9,1,2
5037,NC,0,1,2,0,9,0,2
5038,NC,0,1,2,0,11,0,2
5039,NC,0,2,1,0,12,0,1
5040,NC,0,2,2,0,11,0,2
5041,NC,0,2,1,0,10,0,1
5042,NC,0,1,1,0,9,0,1
5043,NC,0,1,1,0,7,0,1
5044,NC,0,2,2,0,11,0,2
5045,NC,0,2,2,0,9,0,2
5046,NC,0,2,1,0,9,0,1
5047,NC,0,2,1,0,10,0,1
5048,ND,0,2,1,0,10,1,1
5049,ND,0,2,1,0,11,0,1
5050,ND,0,2,1,0,10,0,1
5051,ND,0,1,1,0,12,0,1
5052,ND,0,2,1,0,9,0,1
5053,ND,0,2,3,0,10,0,3
5054,ND,0,2,1,0,11,0,1
5055,ND,0,2,1,0,9,0,1
5056,ND,0,2,2,0,9,0,2
5057,ND,0,1,3,0,12,0,3
5058,ND,0,2,1,0,8,0,1
5059,ND,0,1,2,0,9,0,2
5060,ND,0,1,1,0,11,0,1
5061,ND,0,1,1,0,10,1,1
5062,ND,0,2,1,0,10,0,1
5063,ND,0,2,1,0,12,0,1
5064,ND,0,1,1,0,10,0,7
5065,ND,0,2,1,0,11,1,1
5066,ND,0,2,1,0,10,0,1
5067,ND,0,2,1,0,10,0,1
5068,ND,0,1,1,0,10,1,1
5069,ND,0,2,1,0,9,0,1
5070,ND,0,2,1,0,10,1,1
5071,ND,0,2,6,0,10,0,6
5072,ND,0,2,3,1,9,0,3
5073,ND,0,2,3,0,11,0,3
5074,ND,0,1,1,0,10,0,7
5075,ND,0,2,1,0,11,0,1
5076,ND,0,1,1,0,10,0,1
5077,ND,0,2,1,0,9,0,1
5078,ND,0,2,3,1,9,0,3
5079,ND,0,1,1,0,12,1,1
5080,ND,0,1,1,0,9,1,1
5081,ND,0,1,1,0,10,0,1
5082,ND,0,2,3,1,14,0,3
5083,ND,0,1,1,0,10,0,1
5084,ND,0,1,1,0,10,0,1
5085,ND,0,2,1,0,11,0,1
5087,ND,0,2,1,0,10,1,1
5088,ND,0,1,1,0,10,0,1
5089,ND,0,2,1,0,10,1,1
5090,ND,0,1,99,0,9,0,99
5091,ND,0,1,1,0,10,0,1
5092,ND,0,2,1,0,12,0,1
5093,ND,0,1,1,0,10,1,1
5094,ND,0,1,3,1,8,0,3
5095,ND,0,2,4,0,11,0,4
5096,ND,0,1,3,1,10,0,3
5097,ND,0,2,1,0,10,0,1
5098,ND,0,2,1,0,9,1,1
5099,ND,0,1,3,1,11,1,3
5100,ND,0,2,3,1,11,1,3
5101,ND,1,1,3,0,12,0,3
5102,ND,0,2,1,0,11,1,1
5103,ND,0,1,1,0,9,1,1
5104,ND,0,1,1,0,11,0,1
5105,ND,1,2,3,1,10,0,3
5106,ND,0,2,1,0,9,0,1
5107,ND,0,2,6,0,12,0,6
5109,ND,0,2,1,0,9,1,1
5110,ND,0,1,1,0,9,0,1
5111,NE,1,1,2,0,9,0,2
5112,NE,1,1,1,0,10,0,1
5113,NE,1,1,1,0,8,0,7
5114,NE,1,1,1,0,0,1,1
5115,NE,1,1,1,0,8,1,1
5116,NE,0,1,1,0,10,0,1
5117,NH,0,1,6,0,10,1,6
5118,NH,0,1,1,0,7,1,1
5119,NH,0,2,1,0,10,1,1
5120,NH,1,1,1,0,10,1,7
5121,NH,0,2,1,0,11,1,1
5122,NH,1,1,1,0,9,0,1
5123,NH,0,2,1,0,9,0,1
5124,NH,1,2,1,0,10,1,1
5125,NH,0,2,1,0,9,1,1
5126,NH,0,1,99,0,11,0,99
5127,NH,0,2,1,0,11,0,1
5129,NH,0,2,1,0,10,0,1
5130,NH,1,1,1,0,10,1,1
5131,NH,0,2,1,0,11,0,1
5132,NH,0,1,99,0,10,1,99
5133,NH,0,2,6,0,11,0,6
5134,NH,0,2,99,0,10,1,7
5135,NH,0,2,1,0,10,1,1
5136,NH,1,1,1,0,8,1,1
5137,NH,0,1,1,0,11,0,1
5138,NH,0,1,1,0,9,0,1
5139,NH,0,1,1,0,11,1,1
5140,NH,1,1,1,0,10,1,1
5141,NH,1,1,1,0,11,1,1
5142,NH,0,2,1,0,10,0,1
5143,NH,0,1,99,0,11,1,99
5144,NH,0,1,1,0,11,1,1
5145,NH,1,1,1,0,9,1,1
5146,NH,0,2,1,0,13,0,1
5147,NH,0,1,1,0,10,0,1
5149,NH,0,2,2,0,11,0,2
5150,NH,0,1,6,0,10,1,6
5151,NH,1,1,6,0,11,0,6
5152,NH,0,2,99,0,10,0,99
5153,NH,0,1,1,0,9,1,1
5154,NH,0,1,1,0,10,1,1
5155,NH,0,2,1,0,10,0,1
5156,NH,1,1,1,0,10,1,1
5157,NH,0,2,1,0,9,0,1
5158,NH,0,2,1,0,10,0,7
5159,NH,1,1,1,0,8,1,1
5160,NH,0,2,1,0,10,0,1
5161,NH,0,1,99,0,10,1,99
5162,NH,0,2,1,0,10,0,1
5163,NH,0,1,1,0,10,0,1
5164,NH,0,2,1,0,10,0,1
5165,NH,1,2,2,0,11,0,2
5166,NJ,0,1,2,0,10,0,2
5167,NJ,0,1,1,0,10,1,7
5168,NJ,0,1,2,0,10,0,2
5169,NJ,0,2,2,0,11,1,2
5170,NJ,0,2,2,0,11,1,2
5171,NJ,0,1,1,0,9,0,1
5172,NJ,0,1,1,0,9,0,1
5173,NJ,0,2,1,0,10,0,7
5174,NJ,0,1,2,0,9,1,2
5175,NJ,0,1,2,0,11,0,2
5176,NJ,0,2,99,0,9,0,7
5177,NJ,0,2,2,0,8,0,2
5178,NJ,0,2,2,0,11,0,2
5179,NJ,0,1,1,0,9,0,7
5180,NJ,0,1,2,0,10,1,2
5181,NJ,0,1,2,0,10,1,2
5182,NJ,0,2,99,0,9,1,99
5183,NJ,0,2,1,0,10,0,1
5184,NJ,0,1,2,0,10,1,2
5185,NJ,0,2,2,0,10,0,2
5186,NJ,0,1,2,0,10,1,2
5187,NJ,0,2,2,0,10,1,2
5188,NJ,0,1,2,0,10,0,2
5189,NJ,0,1,2,0,11,1,2
5190,NJ,0,2,1,0,10,1,1
5191,NJ,0,1,2,0,10,1,2
5192,NJ,0,2,2,0,10,0,2
5193,NJ,0,1,1,0,9,0,1
5194,NJ,0,2,2,0,9,0,2
5195,NJ,0,1,1,0,10,0,7
5196,NJ,0,2,2,0,10,0,2
5197,NJ,0,2,99,0,10,1,7
5198,NJ,0,2,2,0,10,0,2
5199,NJ,0,1,2,0,10,1,2
5200,NJ,0,2,2,0,8,1,2
5201,NJ,0,1,2,0,11,1,2
5202,NJ,0,2,2,0,10,1,2
5203,NJ,0,2,1,0,11,0,1
5204,NJ,0,1,2,0,11,1,2
5205,NJ,0,2,2,0,10,1,2
5206,NJ,0,2,1,0,10,0,1
5207,NM,0,2,1,0,11,1,1
5208,NM,0,1,1,0,11,1,1
5209,NM,1,2,6,0,10,0,6
5210,NM,0,1,1,0,11,0,1
5211,NM,0,2,1,0,10,1,1
5212,NM,0,2,1,0,11,0,7
5213,NM,1,1,1,0,9,1,7
5214,NM,0,1,1,0,10,1,7
5215,NM,0,2,1,0,10,0,7
5216,NM,0,1,1,0,11,0,7
5217,NM,0,1,2,0,10,0,2
5218,NM,0,1,1,0,11,0,7
5219,NM,0,1,1,0,9,0,7
5220,NM,0,1,1,0,9,0,1
5221,NM,0,2,3,1,10,0,3
5222,NM,0,1,5,0,11,1,5
5223,NM,0,2,1,0,9,1,1
5224,NM,0,2,2,0,10,0,2
5225,NM,0,1,1,0,9,0,7
5226,NM,0,2,1,0,11,0,7
5227,NM,0,2,1,0,9,1,7
5228,NM,0,2,1,0,9,0,1
5229,NM,1,1,1,0,11,1,7
5230,NM,0,1,1,0,10,0,7
5231,NM,0,1,1,0,8,0,1
5232,NM,0,2,2,0,10,0,7
5233,NM,1,1,3,1,10,1,3
5234,NM,0,2,1,0,11,0,1
5235,NM,0,2,1,0,11,0,1
5236,NM,0,2,6,1,10,0,6
5237,NM,0,1,6,0,8,1,6
5238,NM,0,1,1,0,9,1,1
5239,NM,0,2,1,0,10,1,7
5240,NM,0,1,1,0,9,0,1
5241,NM,0,2,6,0,11,0,6
5242,NV,0,2,2,0,0,0,2
5244,NV,0,1,1,0,9,0,1
5245,NV,0,1,1,0,11,0,1
5246,NV,0,2,6,0,11,0,7
5247,NV,0,2,1,0,11,1,1
5248,NV,0,1,2,0,8,0,2
5249,NV,0,2,1,0,10,0,1
5250,NV,0,2,1,0,10,0,1
5251,NV,0,1,2,0,9,0,2
5252,NV,0,1,2,0,10,0,2
5253,NV,0,1,1,0,7,0,1
5254,NV,0,1,2,0,9,0,2
5255,NV,0,2,1,0,8,0,7
5256,NV,0,2,1,0,9,0,7
5257,NV,0,1,1,0,11,0,1
5258,NV,0,1,1,0,11,0,1
5259,NV,0,1,1,0,9,1,1
5260,NV,0,1,1,0,9,0,7
5262,NV,0,2,2,0,11,0,2
5263,NV,0,2,1,0,11,0,7
5264,NV,0,1,1,0,10,0,1
5265,NV,0,2,2,0,9,0,2
5266,NV,0,2,1,0,9,0,7
5267,NV,0,1,1,0,0,0,1
5269,NV,0,1,1,0,10,0,1
5270,NV,0,2,2,0,10,0,2
5271,NV,0,2,1,0,11,0,1
5272,NV,0,2,2,0,8,0,2
5274,NV,0,2,2,0,9,0,2
5275,NV,0,2,1,0,10,0,7
5276,NV,0,2,1,0,10,0,1
5277,NV,0,2,2,0,8,0,2
5279,NV,0,1,1,0,9,0,1
5280,NV,0,2,2,0,11,0,2
5281,NV,0,2,1,0,10,0,7
5282,NV,0,1,1,0,11,0,1
5283,NV,0,2,6,0,9,0,7
5284,NV,0,2,1,0,10,0,7
5285,NV,0,1,6,0,11,0,7
5286,NV,0,1,2,0,10,0,2
5287,NV,0,2,3,0,10,0,3
5289,NV,0,2,3,0,10,0,3
5290,NV,0,1,1,0,10,0,1
5291,NV,0,1,2,0,8,0,2
5292,NV,0,1,1,0,9,0,1
5293,NV,0,1,1,0,11,0,7
5294,NV,0,2,1,0,11,0,1
5295,NV,0,1,6,0,10,0,6
5296,NV,0,1,1,0,9,1,1
5297,NV,0,1,1,0,9,0,7
5298,NV,0,2,2,0,10,0,2
5299,NV,0,2,1,0,11,0,7
5300,NV,0,2,6,0,9,0,6
5301,NV,0,1,1,0,10,0,1
5302,NV,0,1,2,0,9,0,2
5303,NV,0,1,1,0,11,0,7
5304,NV,0,1,2,0,7,0,2
5305,NV,0,1,6,0,10,0,6
5306,NV,0,1,1,0,9,0,7
5307,NV,0,1,1,0,7,0,7
5308,NV,0,2,99,0,10,0,99
5309,NV,0,2,1,0,10,0,1
5310,NV,0,2,1,0,10,0,1
5311,NV,0,2,2,0,9,0,2
5312,NV,0,2,1,0,10,0,7
5313,NV,0,1,1,0,9,0,1
5315,NV,0,1,1,0,11,0,1
5316,NV,0,2,1,0,10,0,1
5317,NV,0,2,1,0,11,0,7
5318,NV,0,2,1,0,10,0,1
5319,NV,0,1,1,0,9,0,1
5320,NV,0,2,1,0,10,0,1
5321,NV,0,2,1,0,7,0,7
5322,NV,0,1,2,0,10,0,2
5323,NV,0,1,2,0,11,0,2
5606,OH,0,1,2,0,10,0,2
5607,OH,0,2,1,0,10,0,1
5608,OH,0,1,1,0,10,0,1
5609,OH,1,2,1,0,10,0,1
5610,OH,0,1,1,0,11,1,1
5611,OH,0,2,1,0,11,0,1
5612,OH,1,1,1,0,11,0,1
5613,OH,0,2,2,0,12,0,2
5614,OH,0,1,2,0,11,0,2
5615,OH,0,1,1,1,10,1,1
5616,OH,1,2,2,0,11,0,2
5617,OH,0,1,1,0,11,1,1
5618,OH,0,2,2,0,9,0,2
5619,OH,0,1,1,0,9,0,1
5620,OH,0,2,1,0,10,1,1
5621,OH,1,2,1,0,11,0,1
5622,OH,0,1,1,0,10,0,1
5623,OH,0,2,1,1,11,1,1
5624,OH,0,1,1,1,10,0,1
5625,OH,0,1,1,1,9,1,1
5627,OH,0,2,2,0,0,0,2
5628,OH,0,2,2,0,10,1,2
5629,OH,0,2,1,0,11,0,1
5630,OH,0,1,1,0,12,0,1
5631,OH,1,2,1,0,12,1,1
5632,OH,0,1,1,0,11,0,1
5633,OH,1,2,2,0,12,0,2
5634,OH,0,2,1,0,0,1,1
5635,OH,0,1,2,0,11,0,2
5636,OH,0,1,1,0,10,0,1
5637,OH,0,1,1,0,10,1,1
5638,OH,0,1,2,0,11,0,2
5639,OH,0,2,2,0,12,0,2
5640,OH,0,1,1,0,11,1,1
5641,OH,0,2,1,0,9,0,1
5642,OH,0,2,2,0,10,0,2
5643,OH,0,1,1,0,11,1,1
5644,OH,1,1,1,0,9,0,1
5645,OH,1,2,2,0,10,0,2
5646,OH,0,2,2,0,10,0,2
5647,OH,0,1,1,1,10,0,1
5649,OH,0,1,1,0,12,0,1
5650,OH,0,2,2,0,12,0,2
5651,OH,0,2,2,0,11,0,2
5652,OH,0,2,2,0,10,0,2
5653,OH,1,2,6,0,9,0,6
5654,OH,0,1,1,1,10,0,1
5655,OH,0,2,1,0,9,0,1
5657,OH,0,2,2,0,9,0,2
5658,OH,0,2,1,0,10,1,1
5659,OH,0,1,1,0,12,0,1
5660,OH,0,1,1,0,10,1,1
5661,OH,0,2,1,0,10,0,1
5662,OH,0,2,1,0,11,0,1
5663,OH,0,1,2,0,11,0,2
5664,OH,0,1,1,0,10,1,1
5665,OH,0,1,1,0,11,0,1
5667,OH,1,1,2,0,9,1,2
5668,OH,1,2,2,0,10,0,2
5669,OH,0,1,2,0,10,0,2
5670,OH,0,2,1,0,10,0,1
5671,OH,0,2,1,0,9,1,1
5672,OH,0,1,1,1,10,0,1
5673,OH,0,2,2,0,11,0,2
5674,OH,0,2,1,0,10,0,1
5675,OH,0,2,1,0,10,0,7
5676,OH,0,2,2,0,10,0,2
5677,OH,0,1,2,0,12,0,2
5678,OH,0,1,1,0,10,0,1
5680,OH,0,2,2,0,11,0,2
5681,OH,0,2,2,0,9,0,2
5682,OH,0,2,1,0,11,0,1
5683,OH,1,1,2,0,12,0,2
5684,OH,1,2,1,0,12,0,7
5685,OH,0,1,1,0,10,0,1
5686,OK,0,2,1,0,9,0,1
5687,OK,0,2,6,0,11,0,6
5688,OK,1,1,2,0,10,0,2
5689,OK,0,1,3,1,9,0,7
5690,OK,0,1,2,0,8,0,2
5691,OK,0,1,6,0,10,0,6
5692,OK,1,1,1,0,9,0,1
5693,OK,0,2,1,0,10,0,1
5694,OK,0,2,6,1,10,0,6
5695,OK,0,1,6,1,10,0,6
5696,OK,0,1,6,0,9,1,6
5697,OK,0,2,1,0,10,0,1
5698,OK,0,1,6,0,10,0,6
5699,OK,0,1,3,1,9,0,3
5700,OK,0,2,1,0,8,0,1
5701,OK,0,2,1,0,9,0,1
5702,OK,0,1,1,0,9,0,1
5703,OK,0,1,1,0,8,1,1
5704,OK,0,1,3,1,9,0,7
5705,OK,0,2,1,0,9,1,1
5706,OK,0,1,3,1,10,0,7
5707,OK,0,2,1,0,12,0,7
5708,OK,0,1,1,0,9,0,1
5709,OK,0,2,2,0,10,0,2
5710,OK,0,1,2,0,9,0,2
5711,OK,0,1,1,0,9,1,1
5712,OK,0,1,3,1,9,1,7
5713,OK,0,1,2,0,10,0,2
5714,OK,0,1,1,0,9,0,1
5715,OK,0,2,2,0,11,0,2
5716,OK,0,2,6,1,9,1,6
5717,OK,0,2,1,0,10,1,1
5718,OK,1,1,2,0,10,0,2
5719,OK,0,2,1,0,9,1,1
5720,OK,0,2,6,0,10,0,6
5721,OK,0,1,1,0,9,0,1
5722,OK,0,2,3,1,9,0,7
5723,OK,0,2,1,0,11,1,1
5724,OK,0,2,1,0,9,0,1
5725,OK,0,2,3,1,11,0,7
5726,OK,0,1,2,0,10,1,2
5727,OK,0,1,1,0,9,1,1
5728,OK,0,2,6,1,11,0,6
5729,OK,0,2,6,1,9,0,6
5730,OK,0,1,1,0,10,0,1
5731,OK,0,2,1,0,11,0,1
5732,OK,0,2,6,1,10,0,6
5733,OK,0,2,1,0,11,0,1
5734,OK,0,2,2,0,10,0,2
5735,OK,0,2,2,0,11,0,2
5736,OK,0,2,1,0,10,0,1
5737,OK,0,2,3,1,9,1,3
5738,OK,1,1,1,0,9,0,1
5739,OK,0,1,3,1,8,0,3
5740,OK,0,1,6,1,10,0,7
5741,OK,1,1,1,0,8,0,1
5742,OK,0,1,1,0,11,0,1
5743,OK,0,1,1,0,11,0,1
5744,OK,0,2,2,0,10,0,2
5745,OK,0,1,2,0,11,1,2
5746,OK,0,1,1,0,10,0,1
5747,OK,0,2,1,0,9,0,1
5748,OK,0,2,2,0,11,1,2
5749,OK,0,2,1,0,11,0,1
5750,OK,0,1,2,0,9,1,2
5751,OK,0,2,1,0,10,0,1
5752,OK,0,2,6,0,10,0,6
5753,OK,0,2,1,0,10,0,1
5754,OK,0,1,6,1,9,0,7
5755,OK,0,2,2,0,10,1,2
5756,OK,0,2,1,0,9,0,7
5757,OK,0,2,1,0,9,1,1
5758,OK,0,2,1,0,10,0,1
5759,OK,0,2,2,0,8,0,2
5760,OK,1,2,1,0,8,0,1
5761,OK,0,2,6,1,11,0,6
5762,OK,0,2,2,0,10,1,2
5763,OK,0,2,1,0,9,0,1
5764,OK,0,1,1,0,9,1,1
5765,OK,0,2,2,0,10,0,2
5766,OK,0,1,6,1,9,0,7
5767,OK,1,1,1,0,10,1,1
5768,OK,0,2,1,0,9,0,1
5769,OK,1,1,6,0,10,1,6
5770,OK,1,1,1,0,9,0,1
5771,OK,0,1,6,1,10,0,7
5772,OK,0,2,1,0,9,0,1
5773,OK,0,1,1,0,9,0,7
5774,OK,1,1,2,0,10,1,2
5775,OK,0,2,1,0,10,1,1
5776,OK,0,2,2,0,9,0,2
5777,OK,0,1,1,0,8,1,1
5778,OK,0,2,6,1,9,0,6
5779,OK,0,2,2,0,12,0,7
5780,OK,0,1,6,1,9,1,7
5781,OK,0,1,1,0,9,0,1
5782,OK,0,2,1,0,9,0,1
5783,OK,0,2,3,1,9,1,3
5784,OK,0,2,3,1,9,0,7
5785,OK,0,2,6,1,9,0,6
5786,OK,0,2,2,0,9,0,2
5787,OK,0,2,6,1,10,0,6
5788,OK,0,1,2,0,9,0,2
5789,OK,0,2,1,0,9,0,1
5790,OK,0,2,2,0,8,1,2
5791,OK,0,2,1,0,10,0,1
5792,OK,0,2,6,1,9,0,7
5793,OK,0,2,2,0,8,0,2
5794,OK,0,2,6,1,11,0,6
5795,OK,0,2,1,0,10,0,1
5796,OK,0,1,3,1,9,0,3
5797,OK,0,2,1,0,10,0,1
5798,OK,0,2,6,1,10,0,6
5799,OK,0,2,6,1,10,0,6
5800,OK,0,1,2,0,10,0,2
5801,OK,1,1,2,0,10,0,2
5802,OK,0,1,2,0,9,1,2
5803,OK,0,1,6,0,9,0,6
5804,OK,0,2,3,1,9,0,7
5805,OK,0,2,1,0,11,0,1
5806,OK,0,1,1,0,9,0,1
5807,OK,0,2,1,0,10,0,1
5808,OK,1,1,1,0,10,0,1
5809,OK,0,2,3,1,10,0,7
5810,OK,0,1,1,0,9,0,1
5811,OK,0,2,2,0,10,0,2
5812,OK,0,1,6,1,10,1,7
5813,OK,0,2,6,1,9,0,6
5814,OK,0,1,1,0,9,0,1
5815,OK,0,2,3,1,11,0,7
5816,OK,0,1,1,0,10,1,1
5817,OK,0,1,1,0,9,0,1
5818,OK,0,2,1,0,9,0,1
5819,OK,0,2,3,1,10,0,3
5820,OK,0,1,6,1,10,0,7
5821,OK,0,2,2,0,10,0,7
5822,OK,0,2,1,0,10,0,1
5823,OK,0,1,1,0,8,1,1
5824,OK,0,2,1,0,9,1,1
5825,OK,0,2,1,0,10,0,1
5826,OK,0,2,2,0,10,0,2
5827,OK,0,1,1,0,9,0,1
5828,OK,0,2,1,0,10,0,1
5829,OK,0,1,6,1,9,0,6
5830,OK,0,2,1,0,8,0,1
5831,OK,0,2,6,0,9,1,6
5832,OK,1,1,1,0,8,0,1
5833,OK,0,1,2,0,10,1,2
5834,OK,0,1,3,1,9,0,7
5835,OK,0,1,1,0,9,1,1
5836,OK,1,1,1,0,8,0,1
5837,OK,0,1,1,0,9,1,1
5838,OK,0,2,2,0,10,0,2
5839,OK,0,1,1,0,9,1,1
5840,OK,0,2,6,0,10,0,6
5841,OK,0,2,6,0,10,0,6
5842,OK,0,1,1,0,9,0,7
5843,OK,0,2,1,0,10,0,1
5844,OK,0,1,1,0,8,0,1
5845,OK,0,1,2,0,9,0,2
5846,OK,0,1,2,0,10,1,2
5847,OK,0,1,2,0,8,0,2
5848,OK,0,1,2,0,10,0,2
5849,OK,0,2,6,0,10,0,7
5850,OK,0,1,1,0,11,1,1
5851,OK,0,2,2,0,9,0,2
5852,OK,0,2,3,1,10,0,7
5853,OK,0,1,2,0,9,1,2
5854,OK,0,1,2,0,9,0,2
5855,OK,0,2,1,0,9,0,7
5856,OK,0,2,2,0,9,0,2
5857,OK,0,2,1,0,10,0,1
5858,OK,0,1,1,0,11,0,1
5859,OK,0,2,2,0,8,0,2
5860,OK,0,1,1,0,9,0,1
5861,OK,0,2,6,0,10,0,6
5862,OK,0,1,2,0,9,0,2
5863,OK,0,1,1,0,8,0,1
5864,OK,0,1,1,0,9,0,1
5865,OK,1,2,2,0,8,0,2
5866,OK,1,1,6,1,9,0,7
5867,OK,0,1,2,0,9,0,2
5868,OK,1,1,1,0,10,0,1
5869,OK,0,2,1,0,11,0,1
5870,OK,0,1,1,0,10,0,1
5871,OK,0,2,1,0,11,0,1
5872,OK,0,1,6,1,9,0,6
5873,OK,0,1,3,1,10,0,7
5874,OK,0,1,1,0,10,0,1
5875,OK,0,2,1,0,9,0,1
5876,OK,0,2,6,1,9,0,7
5877,OK,1,1,1,0,9,0,1
5878,OK,0,2,1,0,9,0,7
5879,OK,0,2,2,0,9,1,2
5880,OK,0,2,2,0,9,0,2
5881,OK,1,2,3,1,10,0,3
5882,OK,0,2,6,0,10,0,6
5883,OK,0,1,2,0,10,0,2
5884,OK,0,1,6,0,10,0,6
5885,OK,0,1,1,0,11,1,1
5886,OK,0,1,1,0,10,1,1
5887,OK,0,2,1,0,9,0,1
5888,OK,0,1,1,0,10,0,1
5889,OK,0,1,1,0,10,0,1
5890,OK,0,2,2,0,11,0,2
5891,OK,0,2,1,0,10,1,1
5892,OK,0,2,6,1,8,0,7
5893,OK,0,1,1,0,11,1,1
5894,OK,0,2,1,0,10,0,1
5895,OK,0,1,3,1,11,1,3
5896,OK,0,1,1,0,7,0,1
5897,OK,0,2,6,0,9,0,6
5899,RI,0,2,1,0,10,0,1
5900,RI,0,1,2,0,9,1,2
5901,RI,0,2,1,0,12,1,1
5902,RI,0,2,1,0,11,1,1
5903,RI,0,1,99,0,9,1,7
5904,RI,0,2,2,0,9,1,2
5905,RI,0,1,1,0,10,1,1
5906,RI,0,1,1,0,10,1,1
5907,RI,0,1,1,0,11,1,1
5908,RI,0,1,1,0,10,1,1
5909,RI,0,1,1,0,10,0,1
5910,RI,0,2,99,0,10,1,7
5911,RI,1,2,1,0,9,0,7
5912,RI,0,2,1,0,12,0,1
5913,RI,0,2,1,0,8,1,1
5914,RI,0,1,1,0,11,1,1
5915,RI,0,1,99,0,9,0,7
5916,RI,0,1,1,0,8,1,7
5917,RI,0,2,2,0,11,1,2
5918,SC,0,2,1,0,10,0,7
5919,RI,0,2,99,0,9,0,99
5920,RI,0,1,1,0,12,1,1
5921,RI,0,2,2,0,11,0,2
5922,RI,0,1,1,0,11,0,1
5923,RI,0,1,2,0,12,1,2
5924,RI,0,1,2,0,11,0,2
5925,RI,0,1,1,0,11,0,1
5926,RI,0,2,2,0,9,0,2
5927,RI,0,1,1,0,10,1,1
5928,RI,0,2,99,0,11,0,7
5929,RI,0,2,1,0,12,1,1
5930,RI,0,2,1,0,11,0,1
5931,RI,0,2,1,0,8,0,1
5932,RI,0,2,2,0,12,0,2
5933,RI,0,1,1,0,12,1,1
5934,RI,0,1,1,0,11,1,1
5935,RI,0,2,1,0,11,0,7
5936,RI,0,1,1,0,11,1,1
5937,RI,0,2,2,0,10,0,2
5938,RI,0,2,1,0,6,0,7
5939,RI,1,1,99,0,9,0,7
5940,RI,1,1,2,0,10,1,2
5941,RI,0,1,2,0,11,1,2
5942,RI,0,1,1,0,9,0,1
5943,RI,0,1,1,0,10,0,1
5944,RI,0,2,2,0,11,0,7
5945,RI,0,1,4,0,10,0,4
5946,RI,0,2,1,0,6,0,1
5947,RI,0,2,1,0,11,0,1
5948,RI,1,1,1,0,10,1,1
5949,RI,1,1,99,0,10,1,7
5950,RI,0,2,1,0,12,0,1
5951,RI,1,1,1,0,10,1,1
5952,RI,0,1,2,0,10,1,2
5953,RI,0,1,99,0,10,0,7
5954,RI,0,2,1,0,10,0,1
5955,RI,0,2,1,0,9,0,7
5956,RI,0,1,1,0,11,0,1
5957,RI,0,1,1,0,12,1,1
5958,RI,0,2,1,0,9,1,7
5959,RI,1,1,2,0,6,1,2
5960,RI,0,2,1,0,10,1,1
5961,RI,0,1,1,0,8,1,7
5962,RI,0,1,1,0,10,1,1
5963,RI,0,2,1,0,10,0,1
5964,RI,0,1,1,0,9,0,1
5965,RI,0,1,1,0,10,0,1
5966,RI,0,1,1,0,10,0,1
5967,RI,0,2,1,0,12,0,1
5968,RI,0,1,1,0,10,1,1
5969,RI,0,1,1,0,9,1,1
5970,RI,0,1,1,0,10,1,1
5971,RI,0,2,1,0,11,0,1
5972,RI,0,2,1,0,11,0,1
5973,RI,0,1,1,0,11,0,1
5974,RI,0,1,1,0,9,0,1
5975,RI,0,2,99,0,9,0,7
5976,RI,0,2,1,0,9,0,1
5977,RI,0,1,1,0,9,1,1
5978,RI,1,1,1,0,10,0,1
5979,RI,1,1,99,0,11,1,7
5980,RI,1,1,1,0,9,1,1
5981,RI,0,1,1,0,9,1,1
5982,SC,0,2,2,0,9,0,2
5983,SC,0,2,1,0,10,0,7
5984,SC,0,2,1,0,11,0,1
5985,SC,0,2,1,0,9,1,1
5986,SC,0,2,1,0,9,1,1
5987,SC,0,2,2,0,9,1,2
5988,SC,0,1,2,0,9,0,2
5989,SC,0,1,2,0,11,0,2
5990,SC,0,1,1,0,11,0,1
5991,SC,0,2,2,0,10,0,2
5992,SC,0,2,1,0,10,0,1
5993,SC,0,1,6,0,10,1,6
5994,SC,0,1,2,0,9,0,2
5995,SC,0,1,1,0,9,0,1
5996,SC,0,2,1,0,9,0,1
5997,SC,0,2,1,0,11,0,1
5998,SC,0,2,1,0,11,0,1
5999,SC,0,2,2,0,9,0,2
6000,SC,0,1,1,0,8,0,1
6001,SC,0,1,6,0,9,0,6
6002,SC,0,1,1,0,10,1,1
6003,SC,0,2,2,0,9,1,2
6004,SC,0,1,1,0,10,0,1
6005,SC,0,1,2,0,10,0,2
