,ILNAsv,AcSuppSv,PSEdSuppSv,CareerSv,EmplyTrSv,BudgetSv,HousEdSv,HlthEdSv,FamSuppSv,MentorSv,SILsv,RmBrdFASv,EducFinaSv,OthrFinaSv,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
3552,1,1,0,1,1,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3553,1,0,0,1,1,1,0,0,0,0,0,0,0,0,KS,0,2,1,0,9,0,1
3554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,1,1,0,9,0,7
3556,0,0,1,1,0,0,1,1,0,0,0,0,0,0,KS,0,2,1,0,8,0,1
3557,1,0,0,0,0,1,0,1,0,0,0,0,0,0,KS,0,2,2,0,10,0,2
3558,1,0,0,1,0,1,1,1,0,0,0,0,0,0,KS,0,1,2,0,11,0,2
3559,1,0,1,1,0,1,0,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3560,0,0,0,0,1,0,0,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3562,0,1,0,0,1,0,1,0,0,0,0,0,0,0,KS,0,1,2,1,11,0,2
3563,1,1,1,0,0,1,1,0,0,0,0,0,0,0,KS,0,2,1,0,10,0,1
3564,1,1,0,0,1,0,0,1,0,0,0,0,0,0,KS,0,2,1,0,10,0,1
3565,1,0,1,0,0,0,1,0,0,0,0,1,0,1,KS,0,2,1,0,11,0,1
3566,0,1,0,1,0,0,1,1,0,0,0,0,0,0,KS,0,1,1,0,8,0,1
3567,1,1,1,1,1,0,1,0,0,0,1,0,1,1,KS,0,2,1,0,12,0,1
3568,0,1,0,1,0,1,1,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3569,1,0,1,1,0,1,1,0,0,0,0,0,0,0,KS,0,2,1,0,9,0,7
3570,1,0,1,1,1,0,0,0,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3571,0,1,0,0,1,1,0,0,0,0,0,0,0,0,KS,0,2,6,1,11,1,6
3572,1,0,1,1,1,0,1,0,0,0,0,0,0,0,KS,0,1,1,0,10,0,7
3573,1,1,0,0,0,0,0,0,0,1,0,0,0,0,KS,1,1,1,0,10,0,1
3574,1,0,1,1,1,1,0,0,0,0,0,0,1,0,KS,0,1,1,0,9,1,7
3575,1,1,1,1,1,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,11,0,7
3576,1,1,0,1,0,0,0,0,0,1,0,0,0,0,KS,0,2,1,0,9,0,1
3577,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,2,1,0,11,1,1
3578,1,1,1,1,1,1,0,0,0,0,0,0,0,0,KS,0,2,1,0,10,1,1
3579,1,1,0,1,1,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,11,1,1
3580,0,1,0,0,1,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3581,1,0,1,0,0,1,0,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3582,0,0,0,0,0,1,0,0,0,0,0,0,1,0,KS,0,2,1,0,10,0,1
3583,1,1,1,1,1,1,1,1,1,0,0,1,1,1,KS,0,2,1,0,10,0,1
3584,1,1,1,1,1,1,1,1,1,0,1,1,1,1,KS,0,2,1,0,12,0,1
3585,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,1,1,0,9,0,1
3586,0,0,0,0,1,1,0,0,0,0,0,0,0,0,KS,0,2,1,0,10,0,1
3587,0,1,0,1,0,1,0,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3588,1,0,0,1,1,1,1,1,0,0,0,0,1,0,KS,0,1,2,0,10,0,2
3589,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,2,1,0,9,0,1
3590,1,1,0,1,1,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,10,1,1
3591,0,0,0,1,1,1,1,0,0,1,0,0,1,0,KS,0,1,1,0,9,1,1
3592,1,0,0,0,0,0,1,1,0,0,0,0,0,0,KS,0,2,1,0,10,1,1
3593,1,0,1,1,0,0,0,0,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,2,1,1,10,0,1
3595,1,0,0,0,0,0,1,1,0,0,0,0,0,0,KS,0,2,2,0,12,0,2
3596,0,1,0,0,0,1,0,1,0,1,0,0,1,0,KS,0,1,1,0,10,0,1
3597,0,0,0,0,0,0,1,1,0,0,0,0,0,0,KS,0,2,1,0,9,0,7
3598,0,0,0,1,1,0,1,0,0,0,0,0,0,0,KS,0,1,1,0,11,1,1
3599,0,0,0,1,1,1,0,1,0,0,0,0,0,0,KS,0,2,1,0,10,0,7
3600,0,0,1,1,0,0,0,0,0,0,0,0,1,0,KS,0,2,1,0,11,0,1
3601,1,0,0,1,0,1,1,0,0,0,0,0,0,0,KS,0,1,1,0,9,0,1
3602,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,2,1,0,10,0,1
3603,1,0,0,1,0,1,1,1,0,1,1,0,0,0,KS,0,1,2,0,9,0,2
3604,1,1,0,0,1,1,1,1,0,0,1,1,0,0,KS,0,2,1,0,9,1,7
3605,1,1,1,0,0,1,0,1,0,1,0,0,0,0,KS,0,2,6,0,10,0,6
3606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,2,2,0,9,1,2
3607,0,1,1,1,0,1,0,0,0,0,0,0,0,0,KS,0,1,2,0,10,0,2
3608,0,1,0,1,0,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,9,0,1
3609,0,0,0,0,1,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3610,0,0,0,1,0,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,11,0,1
3611,1,0,0,1,0,1,1,1,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3612,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,2,1,0,9,0,1
3613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,11,0,1
3614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3615,0,0,0,1,1,1,0,1,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3616,1,0,1,0,0,1,0,0,0,0,0,0,0,0,KS,0,2,1,0,10,0,7
3617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,2,1,0,10,0,7
3618,0,1,0,1,1,1,0,1,0,0,0,0,0,0,KS,0,1,1,0,10,1,1
3619,1,1,1,1,1,1,0,1,0,0,1,0,1,0,KS,0,2,1,0,12,0,1
3620,0,0,0,1,0,1,1,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3621,0,1,0,1,1,1,0,1,0,1,0,0,0,0,KS,0,1,2,0,12,0,2
3622,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,2,1,0,10,0,1
3623,1,1,0,0,0,0,0,1,0,0,0,0,0,0,KS,0,1,1,0,7,1,1
3624,1,1,0,1,0,1,1,0,0,0,0,0,0,0,KS,0,2,1,1,10,0,1
3625,0,1,0,1,1,1,0,0,0,0,0,0,0,0,KS,0,2,1,0,10,0,1
3626,1,0,0,0,1,1,1,0,0,0,0,0,0,0,KS,0,1,1,0,11,0,1
3627,1,1,0,0,0,1,0,0,0,0,0,0,0,0,KS,0,1,1,0,11,0,1
3628,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,1,1,0,10,0,1
3629,1,1,0,1,0,1,1,1,0,0,0,0,0,0,KS,0,1,2,0,11,0,2
3630,0,0,1,0,1,0,0,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3631,0,0,0,1,0,0,0,0,0,0,0,0,1,0,KS,0,2,1,0,9,0,7
3632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,2,1,0,11,0,1
3633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,KS,0,1,1,0,9,1,1
3634,1,0,0,1,1,0,0,0,0,0,0,0,0,0,KS,0,2,2,0,11,0,2
3635,1,0,0,0,0,0,1,0,0,1,0,0,0,0,KS,1,2,1,0,10,0,1
3636,1,0,0,0,1,0,0,0,0,0,0,0,0,0,KS,0,1,1,0,10,0,1
3637,1,1,0,0,0,0,1,0,1,0,0,0,0,0,KS,1,1,1,0,10,0,7
3638,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,1,1,0,10,0,1
3639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,1,1,0,10,0,7
3640,1,1,0,1,1,0,0,0,0,0,0,0,0,0,KS,0,2,1,0,9,1,7
3641,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,1,1,0,9,0,1
3642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,KS,1,1,2,0,9,0,2
3643,0,0,1,0,0,0,0,0,0,1,0,0,0,0,KS,0,2,1,0,11,0,1
3644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,KS,0,1,1,0,11,0,1
3645,1,0,0,0,1,0,0,0,0,0,1,0,0,0,LA,1,1,2,0,10,0,2
3646,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,8,0,2
3647,1,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,8,0,1
3648,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,1,0,9,1,1
3649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,2,1,0,7,0,1
3650,0,1,0,1,0,0,0,1,1,1,0,0,0,0,LA,1,1,2,0,8,0,2
3651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,8,0,1
3652,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LA,0,1,1,0,9,0,1
3653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,2,1,0,0,0,1
3654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,99,0,10,0,99
3655,1,1,0,1,0,1,1,1,1,1,0,0,1,0,LA,1,1,4,0,8,0,4
3656,1,1,0,1,0,1,1,0,0,1,0,0,0,0,LA,0,2,1,0,9,0,1
3657,1,0,0,1,1,1,0,1,1,1,1,1,1,1,LA,1,1,2,0,7,1,2
3658,1,1,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,8,0,2
3659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,11,0,1
3660,1,1,0,1,1,1,1,1,0,1,1,0,1,1,LA,0,2,2,0,9,0,2
3661,1,1,0,1,0,1,1,1,0,0,0,1,0,0,LA,0,1,99,0,10,1,99
3662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,1,0,10,0,1
3663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,10,1,2
3664,1,1,0,1,0,1,1,1,0,0,1,1,1,1,LA,0,2,1,0,10,0,1
3665,1,1,0,1,1,1,1,1,0,0,0,1,1,0,LA,0,2,2,0,6,0,2
3666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,9,0,2
3667,1,1,0,1,0,0,0,1,1,1,0,0,0,0,LA,1,2,1,0,8,0,1
3668,1,1,0,1,0,1,1,1,1,0,0,1,1,0,LA,0,1,1,0,7,1,1
3669,1,0,0,1,0,1,1,1,0,0,0,0,0,0,LA,0,1,2,0,9,0,2
3670,0,1,0,0,0,1,1,0,0,1,0,0,0,0,LA,1,1,2,0,8,0,2
3671,1,1,0,0,0,1,0,1,1,1,0,0,0,0,LA,1,1,2,0,7,0,2
3672,1,1,0,0,0,0,0,0,0,0,0,1,0,0,LA,0,2,2,0,9,1,2
3673,1,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,2,1,0,8,0,1
3674,1,0,0,0,1,1,1,1,1,0,0,0,0,0,LA,0,1,1,0,8,0,1
3675,1,1,0,0,0,0,1,1,0,1,0,0,0,0,LA,1,1,2,0,9,0,2
3676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,9,0,2
3677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,2,0,7,0,2
3678,1,0,0,1,1,1,1,0,0,0,0,0,0,1,LA,0,2,6,0,11,1,6
3679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LA,1,1,2,0,8,0,2
3680,1,0,0,0,0,1,1,0,0,1,0,0,0,0,LA,0,2,1,0,11,0,1
3681,1,1,0,1,1,1,1,1,1,1,0,0,1,0,LA,1,1,1,0,12,0,1
3682,1,1,0,0,0,1,0,1,0,0,0,1,1,0,LA,1,2,1,0,9,0,1
3683,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LA,0,1,6,0,8,0,6
3684,1,1,0,0,0,0,0,0,1,1,0,0,0,1,LA,1,1,2,0,7,0,2
3685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,10,0,2
3686,1,1,0,1,1,1,1,1,1,1,1,0,0,0,LA,0,2,1,0,8,1,1
3687,1,1,0,1,1,1,1,1,0,0,0,0,0,0,LA,0,1,2,0,8,0,2
3688,0,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,7,0,2
3689,0,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,8,0,2
3690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,1,0,8,0,1
3691,1,0,0,0,0,1,1,1,1,0,0,1,0,0,LA,0,2,1,0,8,0,1
3692,1,1,0,0,0,1,1,1,1,0,0,0,1,0,LA,0,2,1,0,9,1,1
3693,1,0,0,1,0,1,1,1,1,0,0,1,0,0,LA,0,1,1,0,8,1,1
3694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,10,1,2
3695,1,0,0,0,0,1,1,0,0,0,0,1,0,0,LA,0,1,1,0,9,1,1
3696,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,2,0,8,0,2
3697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,10,0,2
3698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,8,1,2
3699,1,1,0,0,1,1,1,1,1,1,1,0,0,0,LA,0,2,1,0,9,1,1
3700,1,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,9,0,2
3701,1,1,0,0,0,0,1,1,0,0,0,0,0,0,LA,0,1,1,0,8,1,1
3702,1,1,0,1,1,1,1,1,1,0,1,1,1,1,LA,1,1,2,0,9,0,2
3703,1,1,0,1,1,1,1,1,1,0,0,0,0,1,LA,0,1,6,0,8,0,6
3704,1,0,1,1,0,1,1,1,1,1,0,1,1,1,LA,0,2,2,0,10,0,2
3705,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LA,0,2,1,0,9,1,1
3706,0,1,0,1,1,1,1,1,1,0,0,0,1,0,LA,0,2,1,0,9,0,1
3707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,1,0,8,0,1
3708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,10,0,1
3709,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,8,1,1
3710,1,1,0,1,0,1,1,1,0,0,0,0,0,0,LA,1,1,2,0,7,1,2
3711,0,0,0,0,1,1,1,1,1,0,0,1,1,1,LA,1,2,2,0,10,0,2
3712,0,1,0,0,0,0,1,0,0,0,0,1,0,0,LA,1,2,2,0,9,0,2
3713,1,1,1,1,0,1,1,1,1,1,0,0,0,0,LA,0,1,1,0,8,1,1
3714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,99,0,13,0,99
3715,0,1,1,1,1,1,0,0,0,0,0,0,1,0,LA,0,1,1,0,14,0,1
3716,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,2,0,8,1,2
3717,1,1,0,0,0,0,0,1,1,1,0,1,1,1,LA,0,1,6,0,9,0,6
3718,1,1,0,1,1,1,1,1,1,0,1,0,1,1,LA,1,1,2,0,10,0,2
3719,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LA,0,2,2,0,10,0,2
3720,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LA,0,1,2,0,8,0,2
3721,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LA,0,1,2,0,10,1,2
3722,0,0,0,1,1,1,1,1,1,0,0,0,1,1,LA,0,1,2,0,9,1,2
3723,1,0,0,0,1,1,1,1,0,0,0,0,0,0,LA,1,1,2,0,8,1,2
3724,1,1,1,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,10,0,1
3725,1,1,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,1,1,0,9,0,1
3726,1,0,0,1,0,1,1,1,1,1,0,0,0,0,LA,0,2,2,0,9,1,2
3727,0,1,0,0,0,0,0,1,0,0,0,0,0,0,LA,1,2,2,0,10,0,2
3728,0,1,1,0,0,1,0,0,0,0,0,0,0,1,LA,1,1,6,0,10,0,6
3729,1,1,0,1,1,0,0,1,1,0,1,0,1,1,LA,0,2,2,0,10,0,2
3730,1,0,0,0,0,1,1,1,1,0,0,1,1,0,LA,0,1,2,0,9,0,7
3731,1,1,0,1,0,1,1,1,1,0,0,1,1,1,LA,0,1,2,0,9,1,2
3732,1,0,0,0,0,0,0,1,0,0,0,0,1,0,LA,0,1,2,0,8,1,2
3733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LA,1,2,2,0,7,0,2
3734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,2,0,10,0,2
3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,LA,0,2,2,0,8,1,2
3736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,1,0,8,0,1
3737,0,0,0,0,0,1,0,1,0,0,0,0,0,0,LA,0,2,1,0,9,0,1
3738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,2,0,9,0,2
3739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,10,1,2
3740,1,1,0,1,0,0,0,1,1,1,0,1,1,0,LA,1,1,2,0,9,1,2
3741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,10,0,1
3742,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,9,0,2
3743,0,1,0,1,0,1,1,1,1,0,0,1,1,1,LA,0,1,1,0,10,0,1
3744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,1,0,7,0,1
3745,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,10,0,2
3746,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,9,0,2
3747,1,1,1,1,1,1,1,1,1,1,0,0,1,0,LA,0,2,1,0,10,0,1
3748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,6,0,10,0,6
3749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,9,0,2
3750,1,1,0,0,1,0,1,1,0,0,0,0,0,0,LA,1,1,2,0,8,0,2
3751,1,0,0,0,0,0,0,1,1,1,0,0,0,0,LA,0,2,2,0,9,1,2
3752,1,1,0,1,0,1,1,1,1,1,0,1,1,1,LA,0,2,2,1,9,1,2
3753,1,1,0,0,0,1,1,1,0,1,0,1,1,0,LA,0,1,2,0,9,0,7
3754,1,1,0,1,0,1,1,1,1,1,0,0,1,0,LA,1,2,2,0,10,0,2
3755,1,0,0,0,0,0,0,0,0,0,0,1,0,0,LA,0,1,2,0,11,0,2
3756,1,1,1,1,0,0,1,0,0,0,0,1,0,1,LA,1,1,2,0,9,0,2
3757,1,0,1,1,0,0,1,1,1,1,0,1,0,0,LA,0,1,1,0,9,0,1
3758,1,1,0,0,0,0,0,1,1,0,1,0,0,0,LA,0,1,2,0,8,1,2
3759,1,0,0,1,0,1,0,1,0,0,0,0,0,0,LA,0,2,2,0,10,0,2
3760,1,1,0,1,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,8,0,2
3761,1,0,0,1,0,1,0,0,0,0,0,0,0,0,LA,0,1,1,0,9,1,1
3762,1,0,0,0,0,1,1,0,0,0,0,0,0,0,LA,0,1,6,0,8,1,6
3763,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,1,0,12,0,1
3764,1,0,0,1,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,11,0,2
3765,1,1,0,0,0,0,0,1,0,0,0,0,0,0,LA,0,2,2,0,9,1,2
3766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,9,0,2
3767,1,1,0,0,0,0,1,1,1,0,0,0,0,0,LA,1,1,2,0,11,0,2
3768,1,0,0,1,0,1,1,1,1,1,1,1,1,1,LA,0,2,1,0,10,0,1
3769,1,1,1,0,0,0,1,0,1,1,1,1,1,0,LA,1,1,2,0,8,1,2
3770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,9,0,2
3771,1,0,0,0,0,0,0,0,0,0,0,1,0,0,LA,0,1,2,0,7,0,2
3772,1,1,1,1,0,1,1,1,1,1,0,0,0,0,LA,0,1,2,0,8,1,2
3773,1,1,0,1,1,1,1,1,1,0,0,0,1,0,LA,0,2,2,0,10,0,2
3774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,10,0,2
3775,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,1,0,8,1,1
3776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,11,0,1
3777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,10,0,2
3778,1,1,1,1,0,1,0,0,0,0,0,0,0,0,LA,1,1,6,0,12,0,6
3779,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,8,1,2
3780,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LA,1,1,2,0,9,0,2
3781,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LA,1,1,1,0,8,0,1
3782,1,1,0,1,0,1,1,1,1,1,0,0,0,0,LA,0,2,2,0,8,1,2
3783,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,8,1,2
3784,1,1,0,1,1,1,1,1,1,0,0,1,0,0,LA,0,2,2,0,8,0,2
3785,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,13,0,2
3786,1,1,0,1,1,1,1,1,0,0,0,0,0,0,LA,1,2,2,0,8,0,2
3787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,11,0,2
3788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,9,1,1
3789,1,1,0,0,0,0,0,1,0,0,0,0,0,0,LA,1,2,2,0,10,0,2
3790,1,0,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,8,1,1
3791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,2,2,0,9,0,2
3792,1,1,0,1,1,1,1,1,1,1,0,0,0,1,LA,0,2,2,0,11,0,2
3793,1,1,1,0,0,0,0,0,0,0,0,1,0,1,LA,0,2,2,0,10,0,2
3794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,6,0,8,0,6
3795,1,1,1,1,0,1,0,1,0,1,0,0,1,0,LA,0,2,2,0,11,0,2
3796,1,0,0,0,0,0,0,0,0,0,0,1,0,0,LA,0,1,2,0,8,1,2
3797,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LA,1,1,2,0,8,0,2
3798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,9,0,2
3799,1,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,0,2,6,0,11,0,6
3800,1,0,0,0,1,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,9,0,2
3801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,9,0,2
3802,0,0,0,0,0,0,0,1,0,0,0,0,0,1,LA,0,2,6,0,7,0,6
3803,1,1,0,1,1,1,1,1,1,1,1,0,1,1,LA,0,2,1,0,10,0,1
3804,1,0,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,8,0,2
3805,0,0,0,0,0,0,1,1,0,1,0,1,0,0,LA,0,1,2,0,9,1,2
3806,1,0,0,0,0,1,0,0,0,1,0,0,0,0,LA,0,1,99,1,10,1,99
3807,1,0,0,0,0,0,0,1,0,1,0,0,0,0,LA,0,2,1,0,9,1,1
3808,1,1,0,0,0,1,1,1,0,0,0,0,0,0,LA,1,1,2,0,8,0,2
3809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,2,0,7,0,2
3810,1,1,0,0,0,0,1,1,1,0,0,0,0,0,LA,1,1,2,0,10,1,2
3811,0,1,0,1,0,1,1,0,1,0,1,1,0,0,LA,1,1,6,1,7,1,6
3812,1,1,0,1,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,9,0,2
3813,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,1,0,10,0,1
3814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,2,2,0,11,0,2
3815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,0,1,1
3816,1,1,0,1,1,1,1,1,0,0,0,0,0,0,LA,1,1,1,0,8,0,1
3817,1,1,1,0,0,0,0,0,0,0,0,1,0,0,LA,0,1,2,0,10,0,2
3818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,1,0,12,0,1
3819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,6,0,10,1,6
3820,1,0,0,1,1,1,0,1,0,0,0,0,0,0,LA,0,1,1,0,8,1,1
3821,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,12,1,1
3822,1,1,0,1,0,1,1,1,1,0,1,0,0,0,LA,1,1,1,0,8,0,1
3823,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,2,0,8,1,2
3824,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,2,0,9,1,2
3825,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LA,0,1,2,0,9,1,2
3826,1,1,1,1,0,1,1,1,1,1,0,1,1,0,LA,0,2,1,0,10,0,1
3827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,2,0,8,0,2
3828,1,0,0,0,0,0,0,1,1,0,0,0,0,0,LA,0,1,6,0,8,1,6
3829,0,1,0,0,0,1,0,1,0,0,0,1,1,1,LA,0,1,99,0,9,0,99
3830,1,1,1,1,1,1,1,1,1,0,1,1,1,1,LA,1,1,2,0,8,0,2
3831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LA,0,2,1,0,10,0,1
3832,1,0,0,0,0,1,0,0,0,0,1,0,0,0,LA,0,2,1,0,9,0,1
3833,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,7,0,2
3834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,9,1,2
3835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,2,0,8,0,7
3836,0,1,0,0,0,0,0,0,0,0,0,1,1,0,LA,1,2,2,0,12,0,2
3837,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,7,0,2
3838,1,1,0,0,0,1,1,1,0,1,1,0,1,0,LA,1,1,6,0,8,0,6
3839,1,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,8,0,2
3840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,6,0,11,0,6
