,ILNAsv,AcSuppSv,PSEdSuppSv,CareerSv,EmplyTrSv,BudgetSv,HousEdSv,HlthEdSv,FamSuppSv,MentorSv,SILsv,RmBrdFASv,EducFinaSv,OthrFinaSv,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
6606,0,0,0,0,0,1,1,0,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6607,1,1,0,1,0,0,0,0,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6608,1,1,0,0,0,1,0,0,0,1,0,0,0,0,VA,0,1,2,0,11,0,2
6609,1,0,0,0,0,0,1,0,1,1,0,0,0,0,VA,0,2,2,0,7,0,2
6610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,2,1,0,10,0,1
6611,0,0,0,0,0,1,1,0,0,0,0,0,0,0,VA,0,1,1,0,0,0,1
6612,0,0,0,1,0,1,1,0,0,0,0,0,0,0,VA,0,1,1,0,8,0,1
6613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6614,1,1,0,1,1,1,1,1,1,0,0,0,0,0,VA,0,1,1,0,10,0,1
6615,0,1,0,1,0,1,1,0,0,0,0,0,0,0,VA,0,2,2,0,8,0,2
6616,1,0,0,0,0,0,0,1,0,0,0,0,0,0,VA,0,2,6,0,11,0,6
6617,0,1,1,0,0,0,0,0,0,0,0,0,0,1,VA,0,2,1,0,11,0,1
6618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,VA,0,1,1,0,10,0,1
6619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,2,2,0,9,0,2
6620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,1,2,0,8,0,7
6621,0,1,0,1,0,0,1,1,1,0,0,0,0,0,VA,0,2,1,0,10,0,7
6622,1,0,0,1,0,1,0,0,0,1,0,0,0,1,VA,0,2,2,0,7,0,2
6623,0,1,0,0,0,0,0,1,1,1,0,1,0,0,VA,0,2,2,0,8,0,2
6624,1,0,1,0,0,1,0,0,0,0,0,0,0,0,VA,0,1,1,0,10,0,1
6625,0,1,0,0,1,0,0,1,1,0,0,0,0,0,VA,0,1,2,0,10,0,2
6626,0,1,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,2,1,0,10,0,7
6627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6628,1,1,0,0,1,1,1,1,0,0,0,0,0,0,VA,1,2,2,0,10,0,2
6629,1,0,0,0,0,1,0,0,0,1,0,0,0,0,VA,1,2,2,0,10,0,2
6630,0,1,0,0,0,0,0,0,1,0,0,0,0,0,VA,0,1,1,0,10,0,1
6631,1,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,1,2,0,8,0,2
6632,1,0,0,0,0,0,0,1,1,0,0,0,0,0,VA,0,2,2,0,9,0,2
6633,0,1,0,1,1,1,1,1,1,0,0,0,0,0,VA,1,1,1,0,7,0,1
6634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,1,1,1,0,10,0,1
6635,0,0,0,0,0,0,0,0,1,1,0,0,0,0,VA,0,2,2,0,9,0,2
6636,1,1,0,0,0,0,1,0,0,1,0,0,0,0,VA,0,1,2,0,7,0,2
6637,1,0,0,0,0,1,1,1,1,0,0,0,0,0,VA,0,2,2,0,9,0,2
6638,0,1,0,1,1,1,0,0,1,1,0,0,0,0,VA,0,2,1,0,10,0,1
6639,0,1,0,0,0,0,1,1,0,0,0,0,0,0,VA,0,2,1,0,9,0,7
6640,0,1,0,0,0,1,0,0,0,1,0,0,0,0,VA,0,2,6,0,10,0,6
6641,0,0,0,0,0,0,0,1,0,0,0,0,1,0,VA,0,2,1,0,12,0,7
6642,0,1,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,1,1,0,8,0,1
6643,0,0,0,1,0,1,1,0,0,0,0,0,0,0,VA,0,2,1,0,10,0,1
6644,1,1,0,0,0,1,1,0,0,0,0,0,0,0,VA,0,1,99,0,10,0,7
6645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,1,1,0,8,0,7
6646,0,0,0,0,0,1,1,1,0,0,1,0,0,0,VA,0,1,2,0,10,0,2
6647,1,0,0,1,0,1,1,0,0,0,0,0,0,1,VA,0,2,1,0,8,0,1
6648,0,0,0,1,0,1,0,1,0,0,0,0,0,0,VA,0,2,99,0,9,0,99
6649,0,1,0,1,0,1,0,0,0,0,0,0,0,0,VA,0,2,1,0,11,0,1
6650,0,1,0,0,0,1,0,0,0,1,0,0,0,0,VA,0,1,2,0,6,0,2
6651,1,0,0,0,0,0,0,1,1,0,0,0,0,0,VA,0,1,2,0,9,0,2
6652,1,1,0,1,0,1,1,1,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6654,1,1,0,0,0,1,0,1,0,0,0,0,0,0,VA,1,1,1,0,8,0,1
6655,0,0,1,0,0,0,1,0,1,0,0,0,0,0,VA,0,2,1,0,9,0,7
6656,1,0,0,1,0,1,0,1,0,1,0,0,0,1,VA,0,2,2,0,9,0,2
6657,0,1,0,1,1,1,1,1,1,0,0,0,0,0,VA,0,2,6,0,10,0,6
6658,0,0,0,0,0,1,0,0,0,1,0,0,0,0,VA,0,1,2,0,8,0,2
6660,0,0,0,1,0,0,1,0,0,0,0,0,0,1,VA,0,2,6,0,9,0,7
6661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,VA,0,1,2,0,8,0,2
6663,0,1,0,0,1,0,0,1,0,0,0,0,0,0,VA,0,1,1,0,11,0,1
6664,0,1,1,1,0,0,0,1,0,1,0,0,0,0,VA,0,2,4,0,10,0,4
6665,1,0,0,1,0,1,0,0,0,0,0,0,0,0,VA,0,2,1,0,10,0,1
6666,0,1,0,0,0,1,0,0,1,0,0,0,0,0,VA,0,2,1,0,10,0,1
6667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,VA,0,1,2,0,9,0,2
6668,1,1,0,1,0,1,1,1,0,1,0,0,0,0,VA,0,2,1,0,9,0,1
6669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,VA,0,2,1,0,9,0,1
6670,0,1,0,1,1,1,1,1,1,0,0,0,0,0,VA,0,1,1,0,8,0,1
6671,1,0,0,0,0,0,1,0,0,1,0,0,0,0,VA,0,1,2,0,8,0,2
6672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,99,0,9,0,7
6673,0,1,0,1,0,1,1,1,1,0,0,0,0,0,VA,0,2,1,0,11,0,1
6674,1,0,0,0,0,0,1,0,0,1,0,0,0,0,VA,0,2,2,0,8,0,2
6675,0,0,0,0,0,1,0,1,0,0,0,0,0,0,VA,0,1,6,0,9,0,6
6676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,VA,0,1,2,0,10,0,2
6677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,1,2,0,9,0,2
6678,0,1,0,1,0,1,1,1,0,0,0,0,0,0,VA,0,1,1,0,10,0,1
6679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,1,2,0,9,0,2
6680,0,1,0,0,0,1,1,1,1,1,0,0,0,0,VA,0,1,2,0,8,0,2
6681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,VA,0,1,2,0,11,0,2
6682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,1,0,10,0,7
6683,0,1,0,1,1,1,1,1,0,0,0,0,0,0,VA,1,1,1,0,10,0,1
6684,0,0,0,0,1,1,0,0,0,0,0,0,0,0,VA,0,2,1,0,10,0,1
6685,0,1,0,0,0,1,1,0,0,0,0,0,0,1,VA,0,2,1,0,9,0,1
6686,0,1,0,0,1,1,0,0,0,0,0,0,0,0,VA,0,1,1,0,9,0,1
6687,1,0,0,1,0,0,0,0,1,0,0,0,0,0,VA,0,2,1,0,10,0,1
6688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,2,1,0,9,0,1
6689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6690,1,1,0,1,0,1,0,0,0,0,0,0,0,0,VA,0,1,1,0,10,0,1
6691,0,1,0,1,1,1,0,0,1,0,0,0,0,0,VA,0,2,1,0,9,0,7
6692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,1,1,1,0,10,0,1
6693,0,1,0,1,1,1,0,1,1,0,0,0,0,0,VA,0,2,1,0,10,0,1
6694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,1,2,0,9,0,2
6695,0,1,0,0,0,0,0,0,0,0,0,1,0,1,VA,0,2,1,0,11,0,1
6696,0,0,0,1,1,0,0,0,0,0,0,0,0,0,VA,0,1,2,0,8,0,2
6697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,VA,0,1,1,0,8,0,7
6698,1,1,0,1,0,0,1,1,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6699,1,0,0,0,0,1,1,0,0,0,0,0,0,0,VA,1,1,2,0,8,0,2
6700,0,0,1,0,0,1,1,1,1,0,0,1,0,0,VA,0,1,2,0,10,0,2
6701,0,0,0,1,0,1,0,1,0,1,0,0,0,0,VA,0,2,99,0,9,0,7
6702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,1,0,6,0,7
6703,1,0,0,0,0,0,0,0,0,1,0,0,0,1,VA,0,2,2,0,12,0,2
6704,0,1,0,0,1,1,1,1,1,1,0,0,0,0,VA,1,1,2,0,9,0,2
6705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,VA,0,2,1,0,10,0,1
6706,1,1,0,0,1,0,0,0,1,1,0,0,0,0,VA,0,1,1,0,10,0,1
6707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,2,6,0,10,0,6
6708,1,1,0,1,1,1,0,0,0,1,0,0,0,0,VA,0,2,2,0,9,0,2
6709,0,1,0,1,0,1,0,0,0,0,0,0,0,0,VA,0,2,2,0,9,0,2
6710,1,0,1,1,1,0,1,1,0,0,0,0,1,0,VA,0,1,2,0,10,0,2
6711,1,0,0,1,0,1,1,1,1,0,0,0,0,0,VA,0,2,2,0,8,0,2
6712,0,1,0,0,0,0,1,0,0,1,1,0,0,0,VA,0,2,2,0,11,0,2
6713,1,0,1,1,0,1,1,1,1,0,0,0,0,0,VA,1,1,1,0,0,0,1
6714,1,0,0,1,0,0,0,0,0,0,0,0,1,0,VA,0,2,1,0,10,0,1
6715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,1,0,10,0,1
6716,0,0,0,1,0,0,0,0,1,1,0,0,0,0,VA,0,1,2,0,11,0,2
6717,1,1,0,1,0,1,1,0,1,0,0,0,1,1,VA,0,1,1,0,10,0,1
6718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,1,0,10,0,1
6719,0,0,0,0,0,0,0,0,0,1,0,0,0,0,VA,0,2,1,0,9,0,1
6720,0,0,1,0,0,1,1,1,0,0,0,0,0,0,VA,0,2,1,0,12,0,1
6721,0,1,0,1,0,0,0,1,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VA,0,1,2,0,11,0,2
6723,0,1,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,VA,0,2,1,0,8,0,7
6726,1,1,0,1,0,1,1,1,1,0,0,0,0,1,VA,0,2,1,0,10,0,1
6727,1,1,0,1,0,1,0,0,0,1,0,0,0,0,VA,0,1,1,0,10,0,1
6728,0,1,1,1,1,1,1,0,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6729,1,1,0,1,0,1,1,1,0,0,0,0,0,1,VA,1,1,1,0,9,0,1
6730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,1,0,8,0,1
6731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,1,2,0,8,0,2
6732,1,0,0,1,0,1,0,1,0,0,0,0,0,0,VA,0,2,2,0,10,0,2
6733,1,1,1,0,0,0,1,1,0,1,0,0,0,0,VA,0,1,2,0,10,0,2
6734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6735,0,0,0,1,1,1,0,0,0,0,0,0,0,0,VA,0,2,2,0,11,0,2
6736,0,0,0,0,0,0,0,1,1,0,0,0,0,0,VA,1,1,2,0,9,0,2
6737,1,0,0,1,0,1,0,1,0,1,0,0,0,0,VA,0,1,1,0,9,0,1
6738,0,0,0,1,0,1,0,0,0,1,0,0,0,1,VA,0,2,2,0,9,0,2
6739,0,1,0,1,0,1,1,1,1,0,0,0,0,0,VA,0,1,1,0,10,0,1
6740,1,0,0,1,1,1,0,1,0,0,0,0,0,0,VA,0,1,2,0,9,0,2
6741,0,1,0,0,0,1,1,1,0,1,0,0,0,0,VA,0,1,1,0,9,0,1
6742,0,0,1,0,0,0,0,1,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6743,0,0,0,0,1,1,0,0,0,0,0,0,0,0,VA,0,1,1,0,7,0,1
6744,0,0,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,2,2,0,9,0,2
6745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,1,1,0,9,0,1
6746,1,1,0,0,1,0,1,0,1,0,1,0,0,0,VA,0,2,1,0,8,0,1
6747,0,1,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,1,1,0,9,0,1
6748,1,1,0,0,0,0,0,1,0,1,0,0,0,0,VA,0,1,1,0,9,0,1
6749,1,1,1,0,1,0,0,0,0,0,0,0,1,0,VA,0,1,2,0,11,0,2
6750,0,0,1,1,0,0,1,1,0,0,0,0,0,0,VA,1,1,1,0,10,0,1
6751,0,0,1,1,0,0,0,1,0,0,0,0,1,0,VA,0,2,1,0,9,0,1
6752,0,0,0,1,0,1,1,1,1,1,0,0,0,0,VA,0,2,2,0,10,0,2
6753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,2,1,0,9,0,1
6754,1,0,0,0,0,1,0,0,0,0,0,0,0,0,VA,0,1,2,0,10,0,2
6755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,VA,0,1,1,0,11,0,7
6756,0,0,0,0,0,1,0,0,0,1,0,0,0,0,VA,0,2,2,0,9,0,2
6757,0,0,0,0,1,1,1,1,0,1,0,0,0,0,VA,0,1,1,0,11,0,1
6758,0,0,0,1,0,0,0,0,0,1,0,0,0,0,VT,0,1,1,0,11,0,1
6759,1,1,0,1,1,0,0,1,1,1,0,1,0,0,VT,0,1,1,0,11,1,1
6760,1,1,0,0,1,1,1,1,0,1,0,0,0,0,VT,1,2,2,0,11,1,2
6761,0,1,0,1,0,0,0,0,1,1,0,0,0,0,VT,1,1,1,0,11,1,1
6762,1,1,1,1,0,1,1,1,1,0,0,0,0,1,VT,0,2,1,0,11,0,1
6763,1,0,1,1,1,0,0,0,0,0,0,0,1,1,VT,0,2,1,0,10,1,1
6764,0,0,1,1,0,1,1,1,1,0,1,0,0,0,VT,0,1,1,0,12,0,1
6765,0,1,0,1,0,0,0,0,0,1,0,0,0,0,VT,0,2,1,0,11,1,1
6766,1,1,0,1,1,1,1,1,1,0,0,0,0,0,VT,0,2,1,0,11,1,1
6767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VT,0,1,1,0,10,1,1
6768,1,0,1,0,1,0,0,1,0,0,0,0,0,0,VT,0,2,1,0,10,0,1
6769,0,1,0,0,0,0,0,0,1,0,0,0,0,0,VT,1,1,4,0,10,1,4
6770,0,1,0,0,0,0,0,1,0,0,1,0,0,0,VT,1,1,1,0,11,1,1
6771,0,0,1,1,1,1,1,1,0,0,0,0,0,0,VT,0,2,1,0,9,1,1
6772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VT,0,2,1,0,10,1,1
6773,0,0,1,1,1,1,1,1,0,0,0,0,0,1,VT,0,1,1,0,9,1,1
6774,1,1,0,0,1,0,0,0,0,0,0,0,0,0,VT,0,1,1,0,10,1,1
6775,1,1,1,1,1,0,0,1,0,0,0,0,0,0,VT,1,2,1,0,10,1,1
6776,0,1,1,1,0,1,1,1,1,0,0,0,0,1,VT,0,1,1,0,11,0,1
6777,1,1,0,1,0,1,1,1,0,1,0,0,0,0,VT,0,2,1,0,11,0,1
6778,1,1,1,1,1,1,1,1,0,0,1,0,0,0,VT,0,2,1,0,11,1,1
6779,1,1,1,1,1,0,1,1,1,0,0,0,0,0,VT,1,2,1,0,12,1,1
6780,1,0,1,1,1,1,0,1,0,1,1,0,0,0,VT,0,1,1,0,12,0,1
6782,1,0,1,1,1,1,1,1,0,0,0,0,0,1,VT,0,1,1,0,13,1,1
6783,1,0,0,0,0,1,0,0,0,0,0,0,0,0,VT,1,1,99,0,10,1,99
6784,1,0,1,1,0,0,1,1,1,0,0,0,0,0,VT,0,2,1,0,11,0,1
6785,1,0,0,1,1,0,0,0,0,1,1,0,0,0,VT,1,1,1,0,10,1,1
6786,0,1,1,0,1,1,1,1,0,0,0,0,0,0,VT,0,1,2,0,11,0,2
6787,0,0,0,1,0,0,0,1,0,0,0,0,0,0,VT,0,1,1,0,10,1,1
6788,1,1,1,1,1,1,1,1,0,0,0,0,0,0,VT,0,2,1,0,11,1,1
6789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,VT,1,1,1,0,10,1,1
6790,1,1,0,0,0,0,0,0,0,0,0,1,1,0,VT,1,1,99,0,10,1,99
6791,1,0,1,1,1,0,0,0,0,0,0,0,0,0,VT,0,2,1,0,10,0,1
6792,1,1,1,1,1,1,1,1,1,0,0,0,0,0,VT,0,2,1,0,11,0,1
6793,1,0,1,1,1,1,1,1,1,1,0,0,0,0,VT,0,2,1,0,11,0,1
6794,0,1,0,1,0,0,1,0,0,0,0,0,0,0,VT,1,2,1,0,10,1,1
6795,1,1,0,0,0,0,0,1,1,1,0,0,0,0,VT,1,1,1,0,10,0,1
6796,1,0,1,0,0,0,0,0,0,0,0,0,0,0,VT,1,2,1,0,11,0,1
6797,0,1,0,1,0,0,0,0,0,0,0,0,0,1,WA,0,2,1,0,11,0,1
6798,0,1,0,1,1,0,0,0,1,1,0,0,0,0,WA,0,1,1,0,11,0,1
6799,0,1,0,1,0,0,0,0,1,0,0,0,0,0,WA,1,1,1,0,9,0,1
6800,1,1,0,0,1,0,0,1,1,0,0,0,0,0,WA,1,2,1,0,11,0,1
6801,0,0,0,0,0,0,0,0,1,0,0,0,1,0,WA,0,1,99,0,11,0,7
6802,1,0,0,1,0,0,0,1,0,0,0,0,0,0,WA,0,1,1,0,10,0,1
6803,1,1,0,0,0,0,0,0,0,0,0,0,0,0,WA,0,2,6,0,9,0,6
6804,1,0,0,1,0,0,0,0,0,0,0,0,0,0,WA,0,1,3,1,10,0,3
6805,0,1,1,0,0,0,0,0,0,1,0,0,0,0,WA,0,1,2,0,11,0,2
6806,1,1,0,0,0,1,1,1,0,1,0,0,0,0,WA,0,2,1,0,9,0,1
6807,1,1,0,0,0,0,0,0,0,1,0,0,1,0,WA,0,2,99,0,10,0,7
6808,1,0,1,1,0,0,1,0,0,1,0,0,0,0,WA,1,1,1,0,11,1,1
6809,0,1,0,0,0,0,0,1,1,0,0,0,0,1,WA,0,1,6,0,10,0,6
6810,1,0,0,1,0,0,1,1,0,0,0,0,0,0,WA,1,2,1,0,10,0,1
6811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WA,0,2,1,0,10,0,7
6812,1,0,0,1,0,0,0,1,0,1,0,0,0,0,WA,0,1,6,0,9,0,6
6813,1,0,0,0,0,1,1,0,0,1,0,0,0,0,WA,0,1,1,0,11,0,1
6814,0,0,0,1,0,1,1,1,1,0,0,0,0,0,WA,0,2,6,0,11,0,6
6815,1,1,0,0,0,0,0,0,0,1,0,0,1,0,WA,0,1,5,0,11,0,5
6816,0,1,1,1,0,0,0,1,0,1,0,0,0,0,WA,1,1,1,0,10,0,1
6817,0,0,0,0,0,0,1,0,0,0,1,0,0,0,WA,0,2,1,0,9,0,1
6818,1,0,0,0,0,1,0,0,0,0,0,0,0,0,WA,0,2,2,0,11,0,2
6819,1,1,0,1,0,0,0,0,0,0,0,0,0,0,WA,0,1,6,0,10,0,6
6820,0,1,0,1,0,0,0,0,1,0,0,0,0,0,WA,0,1,1,0,11,0,7
6821,0,1,0,0,1,0,1,0,0,0,0,0,0,0,WA,0,2,6,0,9,0,6
6822,0,1,0,0,0,1,1,0,1,0,0,0,0,0,WA,0,1,1,0,11,0,1
6823,0,0,0,1,0,1,1,1,1,0,0,0,0,1,WA,0,1,1,0,11,0,1
6824,1,0,0,0,0,0,0,0,0,1,0,0,0,0,WA,0,1,6,0,10,0,6
6825,0,1,0,0,1,0,1,0,0,1,0,0,0,0,WA,0,2,2,0,11,0,2
6826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,WA,0,2,1,0,11,0,7
6827,0,1,0,1,1,0,0,0,0,1,0,0,0,0,WA,0,1,1,0,10,0,1
6828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WA,0,1,1,0,11,0,1
6829,1,0,0,1,0,0,0,0,0,0,0,0,0,0,WA,0,1,1,0,9,0,1
6830,1,0,0,0,0,1,1,0,0,0,0,0,0,0,WA,1,1,1,0,10,0,1
6831,1,1,0,1,1,0,0,1,1,0,0,0,0,0,WA,0,1,1,0,10,0,1
6832,0,1,0,1,0,1,1,0,1,0,0,0,0,0,WA,0,2,3,0,9,0,3
6833,0,1,0,0,1,1,0,0,0,0,0,0,0,0,WA,0,2,1,0,9,1,1
6834,0,0,1,1,0,0,1,0,1,0,0,0,0,0,WA,0,2,1,0,11,0,1
6835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,WA,0,1,2,0,10,0,2
6836,1,1,0,1,0,0,0,0,0,1,0,0,0,0,WA,0,2,6,0,11,0,6
6838,1,0,0,0,1,0,0,0,1,0,0,0,0,0,WA,0,1,2,0,10,0,2
6839,1,1,0,1,0,0,1,0,0,0,0,0,0,0,WA,0,2,1,0,10,1,1
6840,0,0,0,0,0,0,0,0,1,0,1,0,0,0,WA,0,1,3,1,10,0,3
6841,0,1,1,1,1,1,1,1,1,0,0,0,0,0,WA,0,1,1,0,11,0,1
6842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WA,0,1,6,0,11,0,7
6843,0,0,1,0,1,0,0,0,0,0,0,0,0,0,WA,0,1,1,0,10,0,1
6844,0,0,0,1,0,1,1,0,0,0,0,0,0,0,WA,0,1,1,0,11,0,1
6845,0,1,0,1,1,0,0,1,1,0,0,0,0,0,WA,0,1,1,0,10,0,1
6847,0,0,0,1,0,1,1,0,0,0,0,0,0,1,WA,0,2,6,0,10,0,6
6848,0,1,0,1,0,0,1,1,1,1,0,0,0,0,WA,1,2,1,0,12,0,1
6849,1,0,1,1,0,1,0,0,1,0,0,0,1,0,WA,0,2,1,0,9,0,1
6850,1,1,0,1,1,0,0,0,1,1,0,0,0,0,WA,0,2,6,0,9,0,6
6851,1,1,0,1,0,0,0,0,0,0,0,0,0,0,WA,0,1,3,0,11,0,3
6852,1,1,0,1,0,1,1,1,1,0,0,0,0,0,WA,0,2,1,0,10,0,1
6853,0,1,0,0,0,0,0,1,1,0,0,0,1,0,WA,0,1,1,0,10,0,7
6854,0,1,1,0,0,0,1,0,0,0,0,0,0,0,WA,0,2,1,0,11,0,7
6855,0,1,0,0,0,1,1,0,1,1,0,0,0,0,WA,0,1,2,0,9,0,2
6856,0,1,0,1,1,1,1,1,1,0,0,0,0,0,WA,0,2,6,0,8,0,6
6857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,WA,0,2,1,0,11,0,1
6858,1,1,0,1,1,0,0,0,0,0,0,0,0,0,WA,0,1,1,0,9,0,1
6859,0,0,1,1,0,0,0,0,0,0,0,0,0,0,WA,1,1,1,0,10,0,1
6860,0,1,0,1,0,0,0,0,1,1,0,0,0,0,WA,0,1,2,0,11,0,2
6861,0,1,0,1,0,0,1,1,1,0,0,0,0,0,WA,1,1,1,0,11,0,1
6862,1,1,0,1,0,0,1,0,0,0,0,0,0,0,WA,0,2,1,0,11,0,1
6863,1,1,0,1,0,0,0,0,0,1,0,0,0,0,WA,0,1,1,0,11,0,1
6864,0,1,1,0,1,0,1,0,0,0,0,0,0,0,WA,0,1,1,0,12,0,1
6865,0,1,0,1,0,0,1,1,1,0,1,0,0,1,WA,0,1,1,0,11,0,1
6866,0,1,0,0,0,0,1,1,0,0,0,0,0,0,WA,0,1,2,0,10,0,2
6867,0,1,1,1,0,0,0,1,0,0,0,0,1,0,WA,0,2,6,0,11,0,7
6868,1,1,1,0,0,0,0,0,0,0,0,0,0,0,WA,0,1,1,0,10,0,1
6869,1,1,0,1,0,1,1,1,1,0,0,0,0,0,WA,0,2,6,0,11,0,6
6870,1,0,0,0,0,0,0,0,0,1,0,0,0,0,WA,0,1,1,0,10,0,1
6871,1,1,0,0,0,0,0,1,0,0,0,0,0,0,WA,0,2,6,0,9,0,6
6872,0,1,1,1,0,0,0,0,0,0,0,0,0,0,WA,0,1,6,0,9,0,7
6873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WA,0,2,1,0,11,0,1
6874,0,0,1,1,0,1,1,0,0,0,0,0,0,0,WA,0,1,1,0,11,0,1
6875,0,0,0,1,0,0,0,0,0,0,0,0,0,1,WA,0,1,1,0,10,0,1
6877,1,1,1,1,0,0,1,0,0,0,0,0,0,1,WA,0,2,1,0,10,0,1
6878,1,0,0,1,0,0,1,0,0,0,0,0,0,0,WA,0,1,1,0,9,0,1
6879,1,1,1,0,0,1,0,0,1,0,0,0,0,0,WA,0,2,1,0,9,0,1
6880,1,0,0,0,0,0,0,1,0,0,0,0,0,0,WA,0,2,1,0,11,0,1
6881,1,1,0,1,0,0,0,0,0,0,0,0,0,1,WA,0,2,1,0,10,0,1
6882,1,0,0,1,0,1,0,0,1,0,0,0,0,0,WA,0,2,1,0,10,0,1
6883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,WA,1,1,3,1,10,0,3
6884,0,0,0,1,0,1,0,0,0,0,0,0,1,0,WA,0,1,1,0,11,0,1
6885,1,1,0,0,1,0,0,0,0,0,0,0,0,0,WA,0,1,2,0,9,0,2
6886,0,1,0,1,0,1,0,0,1,0,0,0,0,0,WA,0,2,2,0,11,0,2
6887,1,0,1,1,0,0,1,0,0,0,0,0,0,0,WA,0,1,1,0,9,0,1
6888,0,0,0,1,0,0,0,1,1,0,0,0,0,0,WA,0,2,1,0,11,0,7
6889,1,0,0,1,0,0,0,0,0,0,0,0,0,1,WA,0,2,1,0,10,0,1
6890,0,0,0,1,0,0,1,0,0,0,0,0,0,0,WA,0,1,1,0,11,0,1
6891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WA,1,1,2,0,10,0,2
6892,0,1,0,0,0,1,0,1,0,0,0,0,0,0,WA,0,2,1,0,10,0,1
6893,1,1,1,1,1,0,0,0,1,1,0,0,0,0,WA,0,2,1,0,11,0,7
6894,1,0,0,0,0,0,0,0,0,1,0,0,1,0,WA,1,1,1,0,10,0,1
6895,1,1,1,1,0,1,1,1,1,0,0,0,0,0,WA,0,2,3,0,11,0,3
6896,0,1,0,1,0,0,1,0,0,0,0,0,0,0,WA,0,2,1,0,12,0,1
6897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WA,0,1,4,0,9,0,4
6898,0,1,0,0,0,0,0,0,0,0,0,0,1,0,WA,0,2,1,0,11,0,7
6899,1,1,0,0,0,0,0,0,0,0,0,0,0,0,WA,0,2,6,0,11,0,6
6900,1,1,1,0,1,0,0,0,1,0,0,0,0,0,WA,1,1,1,0,10,0,7
